Department,Class,Section,Year,Semester,A,B,C,D,F,Total,Name
CHEN,481,503,2012,Fall,6,11,1,0,0,18,GLOVER C
CHEN,481,504,2012,Fall,10,5,0,0,0,15,GLOVER C
CHEN,481,505,2012,Fall,12,1,2,0,0,15,BALBUENA P
CHEN,601,600,2012,Fall,30,0,0,0,0,30,WHITE J
CHEN,604,600,2012,Fall,15,9,3,0,0,27,LAIRD C
CHEN,623,600,2012,Fall,9,14,0,0,0,23,BALBUENA P
CHEN,629,600,2012,Fall,12,13,5,0,0,30,GLOVER C
CHEN,641,600,2012,Fall,7,9,0,0,0,16,LUTKENHAUS J
CHEN,655,600,2012,Fall,14,1,0,0,0,15,MANNAN M
CHEN,689,601,2012,Fall,5,0,0,0,0,5,CHEN Z
MSEN,601,600,2012,Fall,9,31,6,1,0,47,ZHANG X
SENG,310,500,2012,Fall,16,42,3,0,0,61,LIU Y
SENG,321,500,2012,Fall,7,8,2,0,0,17,MENTZER R
SENG,422,500,2012,Fall,16,0,0,0,0,16,LOYD J
SENG,430,500,2012,Fall,2,3,6,0,0,11,ROGERS W
SENG,655,600,2012,Fall,8,0,0,0,0,8,MANNAN M
SENG,655,700,2012,Fall,7,0,0,0,0,7,MANNAN M
SENG,670,600,2012,Fall,3,2,1,0,0,6,MENTZER R
SENG,677,600,2012,Fall,8,0,0,0,0,8,LOYD J
CVEN,207,501,2012,Fall,49,13,6,1,7,76,LITTLE D
CVEN,207,502,2012,Fall,83,18,8,2,6,117,LITTLE D
CVEN,221,501,2012,Fall,22,24,19,8,3,76,BEASON W
CVEN,221,502,2012,Fall,15,27,15,7,3,67,BEASON W
CVEN,301,501,2012,Fall,19,18,2,0,0,39,YING Q
CVEN,301,502,2012,Fall,23,11,1,0,0,35,CHU K
CVEN,302,501,2012,Fall,10,14,11,7,2,44,BISCONTIN G
CVEN,302,502,2012,Fall,12,21,18,5,0,56,CHANG K
CVEN,303,501,2012,Fall,6,5,4,1,1,17,ZOLLINGER D
CVEN,303,502,2012,Fall,11,5,2,0,0,18,ZOLLINGER D
CVEN,303,503,2012,Fall,2,13,1,0,0,16,ZOLLINGER D
CVEN,303,504,2012,Fall,7,6,2,0,0,15,CHINN T
CVEN,303,505,2012,Fall,8,7,3,0,0,18,CHINN T
CVEN,303,506,2012,Fall,4,9,4,1,0,18,CHINN T
CVEN,303,507,2012,Fall,5,5,2,0,2,14,CHINN T
CVEN,305,501,2012,Fall,4,16,7,5,3,35,TUCKER S
CVEN,305,502,2012,Fall,9,12,7,3,3,34,MEDINA C
CVEN,305,503,2012,Fall,14,25,24,10,5,78,STORY B
CVEN,305,504,2012,Fall,22,15,12,2,2,53,STORY B
CVEN,305,505,2012,Fall,15,15,9,2,2,43,SRINIVASA A
CVEN,306,501,2012,Fall,13,30,2,0,1,46,MARTIN A
CVEN,306,502,2012,Fall,4,29,3,0,0,36,PARK P
CVEN,307,501,2012,Fall,11,18,8,0,0,37,WANG X
CVEN,307,502,2012,Fall,30,15,5,0,0,50,ZHANG Y
CVEN,311,501,2012,Fall,6,9,8,1,0,24,BRUMBELOW J
CVEN,311,502,2012,Fall,13,34,5,3,3,58,MILLER G
CVEN,311,503,2012,Fall,13,12,11,1,1,38,CHEN H
CVEN,322,501,2012,Fall,10,15,12,0,0,37,LOWERY L
CVEN,322,502,2012,Fall,38,32,10,1,0,81,QUADRIFOGLIO L
CVEN,333,501,2012,Fall,15,0,0,0,0,15,REINSCHMIDT K
CVEN,333,502,2012,Fall,0,5,4,0,0,9,LEE M
CVEN,333,503,2012,Fall,9,1,0,0,0,10,KIM A
CVEN,339,501,2012,Fall,14,19,9,1,0,43,WURBS R
CVEN,339,502,2012,Fall,4,7,1,0,0,12,GAO H
CVEN,342,501,2012,Fall,13,5,2,0,0,20,SAKHAEI F
CVEN,342,502,2012,Fall,7,11,2,0,0,20,SAKHAEI F
CVEN,342,503,2012,Fall,11,8,1,0,0,20,SAKHAEI F
CVEN,342,504,2012,Fall,6,12,2,0,0,20,SAKHAEI F
CVEN,343,501,2012,Fall,10,1,0,0,0,11,ZOLLINGER D
CVEN,343,502,2012,Fall,8,2,2,0,0,12,ZOLLINGER D
CVEN,345,501,2012,Fall,9,13,25,5,3,55,JONES H
CVEN,345,502,2012,Fall,10,23,15,7,6,61,HURLEBAUS S
CVEN,349,500,2012,Fall,51,43,7,0,0,101,DAMNJANOVIC I
CVEN,363,501,2012,Fall,9,12,16,11,4,52,MORGAN J
CVEN,363,502,2012,Fall,57,13,4,1,0,75,STUBBS N
CVEN,365,501,2012,Fall,7,6,4,0,1,18,SANCHEZ C
CVEN,365,502,2012,Fall,4,4,7,3,0,18,SANCHEZ C
CVEN,365,503,2012,Fall,7,4,6,1,0,18,SANCHEZ C
CVEN,365,504,2012,Fall,6,10,2,0,0,18,AUBENY C
CVEN,365,505,2012,Fall,5,11,2,0,0,18,AUBENY C
CVEN,365,506,2012,Fall,1,6,4,0,0,11,AUBENY C
CVEN,400,501,2012,Fall,8,17,2,0,0,27,MORGAN J
CVEN,400,502,2012,Fall,14,6,0,0,0,20,OETH L
CVEN,402,500,2012,Fall,8,15,5,0,0,28,BATCHELOR B
CVEN,405,500,2012,Fall,10,25,4,0,0,39,WALEWSKI J
CVEN,424,901,2012,Fall,7,17,0,0,0,24,SMITH R
CVEN,424,902,2012,Fall,7,13,2,0,0,22,SMITH R
CVEN,424,903,2012,Fall,0,20,2,0,0,22,SMITH R
CVEN,424,904,2012,Fall,6,16,2,0,0,24,SMITH R
CVEN,444,501,2012,Fall,10,18,2,0,1,31,MANDER J
CVEN,444,502,2012,Fall,20,16,2,0,0,38,BARROSO L
CVEN,445,500,2012,Fall,10,9,10,0,0,29,JONES H
CVEN,446,501,2012,Fall,7,29,15,0,0,51,LOWERY L
CVEN,446,502,2012,Fall,21,23,10,0,0,54,FRY G
CVEN,454,500,2012,Fall,7,5,1,1,0,14,BURRIS M
CVEN,457,500,2012,Fall,3,7,0,0,0,10,HAWKINS G
CVEN,463,500,2012,Fall,31,5,0,0,0,36,CAHILL A
CVEN,473,500,2012,Fall,15,5,0,0,0,20,ANDERSON S
CVEN,483,500,2012,Fall,7,7,0,0,0,14,KEATING P
CVEN,601,600,2012,Fall,7,0,1,0,0,8,CHU K
CVEN,613,600,2012,Fall,7,0,0,0,0,7,LYTTON R
CVEN,617,600,2012,Fall,11,4,0,0,0,15,ZHANG Y
CVEN,619,600,2012,Fall,4,6,0,0,0,10,YING Q
CVEN,620,600,2012,Fall,6,5,0,0,0,11,BATCHELOR B
CVEN,624,600,2012,Fall,7,2,0,0,0,9,GHARAIBEH N
CVEN,628,600,2012,Fall,8,2,0,0,0,10,WURBS R
CVEN,633,600,2012,Fall,22,4,0,0,0,26,STUBBS N
CVEN,635,600,2012,Fall,5,3,0,0,0,8,LORD D
CVEN,638,600,2012,Fall,16,0,0,0,0,16,WALEWSKI J
CVEN,644,600,2012,Fall,14,0,0,0,0,14,REINSCHMIDT K
CVEN,648,600,2012,Fall,9,0,0,0,0,9,AUBENY C
CVEN,649,600,2012,Fall,12,4,0,0,0,16,BISCONTIN G
CVEN,651,600,2012,Fall,17,6,0,0,0,23,MEDINA C
CVEN,653,600,2012,Fall,7,0,0,0,0,7,EPPS J
CVEN,654,600,2012,Fall,4,3,2,0,0,9,FORD D
CVEN,656,600,2012,Fall,15,13,0,0,0,28,KEATING P
CVEN,657,600,2012,Fall,13,15,2,0,0,30,NIEDZWECKI J
CVEN,658,600,2012,Fall,21,7,2,0,0,30,OLIVERA F
CVEN,664,600,2012,Fall,20,8,0,0,0,28,BRUMBELOW J
CVEN,666,602,2012,Fall,5,1,0,0,0,6,BRIAUD J
CVEN,668,600,2012,Fall,10,11,0,0,0,21,ANDERSON S
CVEN,669,600,2012,Fall,15,0,0,0,0,15,BARROSO L
CVEN,671,600,2012,Fall,15,10,0,0,0,25,MANDER J
CVEN,672,600,2012,Fall,9,4,0,0,0,13,WANG X
CVEN,679,600,2012,Fall,18,0,0,0,0,18,CHANG K
CVEN,688,600,2012,Fall,28,9,0,0,0,37,CHEN H
OCEN,336,502,2012,Fall,18,1,0,0,0,19,NA B
OCEN,400,500,2012,Fall,10,18,2,2,0,32,KAIHATU J
OCEN,401,500,2012,Fall,16,17,2,0,0,35,RANDALL R
OCEN,402,500,2012,Fall,8,17,6,0,0,31,FALZARANO J
OCEN,403,500,2012,Fall,13,17,2,0,0,32,KIM M
OCEN,408,500,2012,Fall,21,8,2,0,0,31,RANDALL R
OCEN,671,600,2012,Fall,16,11,1,0,0,28,ZHANG J
OCEN,673,600,2012,Fall,8,4,0,0,0,12,KIM M
OCEN,678,600,2012,Fall,15,10,1,0,0,26,SOCOLOFSKY S
ENGR,111,201,2012,Fall,9,3,1,0,0,13,WHITEACRE M
ENGR,111,202,2012,Fall,9,4,0,0,1,14,WHITEACRE M
ENGR,111,203,2012,Fall,9,5,1,0,0,15,DORRIBO C
ENGR,111,204,2012,Fall,8,7,0,0,0,15,DORRIBO C
ENGR,111,205,2012,Fall,11,1,1,0,0,13,DORRIBO C
ENGR,111,206,2012,Fall,9,1,1,0,0,11,DORRIBO C
ENGR,111,207,2012,Fall,16,1,1,0,1,19,EHSANI M
ENGR,111,208,2012,Fall,5,10,0,0,0,15,TILL L
ENGR,111,209,2012,Fall,9,6,0,0,0,15,TILL L
ENGR,111,501,2012,Fall,16,14,3,0,0,33,WHITEACRE M
ENGR,111,502,2012,Fall,14,11,3,3,0,31,WHITEACRE M
ENGR,111,503,2012,Fall,6,16,8,1,0,31,WHITEACRE M
ENGR,111,504,2012,Fall,14,15,1,1,0,31,OSTROVSKAYA N
ENGR,111,505,2012,Fall,13,12,5,2,0,32,OSTROVSKAYA N
ENGR,111,506,2012,Fall,17,13,2,0,0,32,OSTROVSKAYA N
ENGR,111,507,2012,Fall,16,10,5,0,0,31,HUTCHINSON R
ENGR,111,508,2012,Fall,14,15,2,0,0,31,HUTCHINSON R
ENGR,111,509,2012,Fall,12,13,3,0,0,28,HUTCHINSON R
ENGR,111,510,2012,Fall,7,21,3,0,0,31,RABORN T
ENGR,111,511,2012,Fall,8,18,6,0,0,32,RABORN T
ENGR,111,512,2012,Fall,9,12,4,2,0,27,RABORN T
ENGR,111,513,2012,Fall,8,15,5,4,0,32,HUTCHINSON R
ENGR,111,514,2012,Fall,6,13,12,1,0,32,HUTCHINSON R
ENGR,111,515,2012,Fall,7,17,9,0,0,33,HUTCHINSON R
ENGR,111,516,2012,Fall,32,4,0,0,0,36,EHSANI M
ENGR,111,517,2012,Fall,25,6,0,0,0,31,EHSANI M
ENGR,111,518,2012,Fall,32,6,0,0,0,38,EHSANI M
ENGR,111,519,2012,Fall,28,3,0,3,1,35,EHSANI M
ENGR,111,520,2012,Fall,29,5,2,1,0,37,EHSANI M
ENGR,111,521,2012,Fall,28,5,2,1,1,37,EHSANI M
ENGR,111,522,2012,Fall,5,14,8,1,1,29,WHITEACRE M
ENGR,111,523,2012,Fall,6,11,12,1,2,32,WHITEACRE M
ENGR,111,524,2012,Fall,6,17,8,2,0,33,WHITEACRE M
ENGR,111,525,2012,Fall,14,10,3,0,0,27,SCHREUDERS P
ENGR,111,526,2012,Fall,7,16,2,0,0,25,SCHREUDERS P
ENGR,111,527,2012,Fall,7,6,3,0,0,16,SCHREUDERS P
ENGR,111,801,2012,Fall,8,15,0,0,0,23,HUTCHINSON R
ENGR,111,802,2012,Fall,3,15,6,0,0,24,HUTCHINSON R
ENGR,111,803,2012,Fall,6,18,4,0,0,28,HUTCHINSON R
ENGR,111,804,2012,Fall,5,16,3,0,0,24,HUTCHINSON R
ENGR,111,805,2012,Fall,12,8,0,1,1,22,WANG Y
ENGR,111,806,2012,Fall,6,14,3,1,0,24,WANG Y
ENGR,111,807,2012,Fall,5,15,3,1,0,24,WANG Y
ENGR,111,808,2012,Fall,5,15,2,0,1,23,WANG Y
ENGR,111,813,2012,Fall,8,11,5,0,0,24,RABORN T
ENGR,111,814,2012,Fall,12,7,0,0,0,19,RABORN T
ENGR,111,815,2012,Fall,2,6,0,2,0,10,RABORN T
ENGR,111,816,2012,Fall,2,7,3,0,0,12,RABORN T
ENGR,111,817,2012,Fall,20,2,3,0,0,25,EHSANI M
ENGR,111,818,2012,Fall,23,2,0,0,0,25,EHSANI M
ENGR,111,819,2012,Fall,19,1,1,1,2,24,EHSANI M
ENGR,111,820,2012,Fall,13,5,2,0,2,22,EHSANI M
ENGR,111,821,2012,Fall,2,13,6,1,0,22,SCHREUDERS P
ENGR,111,822,2012,Fall,2,3,2,1,0,8,SCHREUDERS P
ENGR,111,823,2012,Fall,2,9,3,1,0,15,SCHREUDERS P
ENGR,111,824,2012,Fall,3,1,1,1,0,6,SCHREUDERS P
ENGR,112,501,2012,Fall,13,18,1,0,0,32,DORRIBO C
ENGR,112,502,2012,Fall,9,11,2,1,1,24,DORRIBO C
ENGR,112,503,2012,Fall,7,4,1,0,0,12,DORRIBO C
ENGR,112,504,2012,Fall,13,10,2,0,0,25,DORRIBO C
ENGR,112,505,2012,Fall,8,9,1,0,0,18,DORRIBO C
ENGR,112,506,2012,Fall,1,5,1,0,0,7,DORRIBO C
ENGR,112,507,2012,Fall,4,7,0,1,0,12,WHITEACRE M
ENGR,112,509,2012,Fall,5,6,1,0,0,12,WHITEACRE M
ENGR,112,510,2012,Fall,1,8,7,1,2,19,DAUGHERITY W
ENGR,112,511,2012,Fall,1,7,7,2,1,18,DAUGHERITY W
ENGR,112,512,2012,Fall,3,7,6,1,2,19,DAUGHERITY W
ENGR,112,513,2012,Fall,1,12,6,1,1,21,DAUGHERITY W
ENGR,112,514,2012,Fall,4,7,5,1,0,17,TILL L
ENGR,112,515,2012,Fall,2,2,5,0,0,9,TILL L
ENGR,112,516,2012,Fall,2,6,6,0,0,14,TILL L
ENGR,112,517,2012,Fall,7,10,5,1,0,23,DAUGHERITY W
ENGR,289,501,2012,Fall,6,7,0,0,0,13,AUTENRIETH R
ENGR,385,507,2012,Fall,4,1,0,0,0,5,TYLER J
ENGR,385,513,2012,Fall,15,2,0,0,0,17,CATON J
ENGR,470,500,2012,Fall,6,4,1,0,0,11,FURUTA R
ENGR,482,901,2012,Fall,2,7,2,0,0,11,MADSEN C
ENGR,482,902,2012,Fall,3,8,1,0,0,12,MADSEN C
ENGR,482,903,2012,Fall,2,7,1,0,1,11,MADSEN C
ENGR,482,904,2012,Fall,5,5,1,0,0,11,MADSEN C
ENGR,482,905,2012,Fall,5,6,1,0,0,12,MADSEN C
ENGR,482,906,2012,Fall,6,5,0,0,0,11,MADSEN C
ENGR,482,907,2012,Fall,5,8,0,0,0,13,MADSEN C
ENGR,482,908,2012,Fall,4,7,0,0,0,11,MADSEN C
ENGR,482,909,2012,Fall,3,8,0,0,1,12,MADSEN C
ENGR,482,910,2012,Fall,7,7,0,0,0,14,MADSEN C
ENGR,482,911,2012,Fall,4,6,1,0,0,11,MADSEN C
ENGR,482,912,2012,Fall,8,2,1,0,0,11,MADSEN C
ENGR,482,913,2012,Fall,4,9,0,0,0,13,JAMES R
ENGR,482,914,2012,Fall,4,6,1,0,0,11,JAMES R
ENGR,482,915,2012,Fall,4,6,1,0,0,11,JAMES R
ENGR,482,916,2012,Fall,2,7,1,0,0,10,JAMES R
ENGR,482,917,2012,Fall,4,7,1,0,0,12,JAMES R
ENGR,482,918,2012,Fall,3,7,1,0,1,12,JAMES R
ENGR,482,919,2012,Fall,2,9,0,0,1,12,JAMES R
ENGR,482,920,2012,Fall,0,10,0,1,0,11,JAMES R
ENGR,482,921,2012,Fall,2,6,3,0,0,11,JAMES R
ENGR,482,922,2012,Fall,2,7,1,0,1,11,JAMES R
ENGR,482,923,2012,Fall,2,8,0,1,0,11,JAMES R
ENGR,482,970,2012,Fall,9,4,0,0,0,13,JAMES R
ENGR,489,501,2012,Fall,14,0,0,0,0,14,MORENO M
ENGR,489,502,2012,Fall,8,1,0,0,0,9,CHU K
ENGR,489,504,2012,Fall,10,0,0,0,0,10,YATES J
ENGR,489,505,2012,Fall,7,0,0,0,0,7,LANGARI G
ENGR,489,506,2012,Fall,6,0,0,0,0,6,RASMUSSEN B
ENGR,489,507,2012,Fall,7,0,0,0,0,7,ZACHARIA N
ENGR,489,509,2012,Fall,8,0,0,0,0,8,MAITLAND K
ENGR,489,510,2012,Fall,10,0,0,0,0,10,SRINIVASA A
ENGR,489,511,2012,Fall,11,0,0,0,0,11,CHIRAYATH S
ENGR,489,512,2012,Fall,10,0,0,0,0,10,MUKHERJEE P
CSCE,110,501,2012,Fall,21,9,7,2,0,39,HURLEY J
CSCE,110,502,2012,Fall,15,17,4,1,3,40,HURLEY J
CSCE,110,503,2012,Fall,11,20,4,4,0,39,HURLEY J
CSCE,111,501,2012,Fall,11,14,6,3,2,36,HURLEY J
CSCE,111,502,2012,Fall,14,13,8,2,3,40,HURLEY J
CSCE,111,503,2012,Fall,10,20,7,2,1,40,HURLEY J
CSCE,113,501,2012,Fall,10,0,5,0,0,15,LEYK T
CSCE,113,502,2012,Fall,13,7,2,1,0,23,LEYK T
CSCE,113,503,2012,Fall,15,5,1,0,0,21,LEYK T
CSCE,121,200,2012,Fall,11,2,0,0,0,13,WELCH J
CSCE,121,501,2012,Fall,6,4,4,0,2,16,DAUGHERITY W
CSCE,121,502,2012,Fall,5,6,2,0,4,17,DAUGHERITY W
CSCE,121,503,2012,Fall,6,6,2,0,3,17,DAUGHERITY W
CSCE,121,504,2012,Fall,10,8,4,0,0,22,DAUGHERITY W
CSCE,121,505,2012,Fall,8,9,2,0,1,20,DAUGHERITY W
CSCE,121,506,2012,Fall,10,5,5,1,0,21,DAUGHERITY W
CSCE,121,507,2012,Fall,5,4,2,1,2,14,DAUGHERITY W
CSCE,121,508,2012,Fall,4,7,2,1,3,17,DAUGHERITY W
CSCE,121,509,2012,Fall,2,4,3,0,6,15,DAUGHERITY W
CSCE,181,900,2012,Fall,110,0,0,0,21,131,STOLERU R
CSCE,206,501,2012,Fall,12,19,5,0,3,39,HURLEY J
CSCE,206,502,2012,Fall,13,13,6,2,1,35,HURLEY J
CSCE,206,503,2012,Fall,9,14,10,2,1,36,HURLEY J
CSCE,206,504,2012,Fall,6,20,10,0,1,37,SONG D
CSCE,206,505,2012,Fall,6,18,8,3,1,36,SONG D
CSCE,206,506,2012,Fall,9,14,9,3,3,38,SONG D
CSCE,221,501,2012,Fall,7,5,4,1,0,17,LEYK T
CSCE,221,502,2012,Fall,4,8,4,0,0,16,LEYK T
CSCE,221,503,2012,Fall,10,4,3,1,1,19,LEYK T
CSCE,221,504,2012,Fall,13,1,3,4,0,21,LEYK T
CSCE,221,505,2012,Fall,9,9,2,0,1,21,LEYK T
CSCE,221,506,2012,Fall,9,7,5,2,0,23,LEYK T
CSCE,222,200,2012,Fall,9,1,0,0,0,10,SZE S
CSCE,222,500,2012,Fall,47,36,27,9,0,119,LEYK T
CSCE,312,501,2012,Fall,1,8,8,1,1,19,MAHAPATRA R
CSCE,312,502,2012,Fall,9,15,4,0,3,31,MAHAPATRA R
CSCE,312,503,2012,Fall,13,12,2,0,2,29,MAHAPATRA R
CSCE,313,501,2012,Fall,5,5,2,2,4,18,GU G
CSCE,313,502,2012,Fall,8,11,2,1,1,23,GU G
CSCE,313,503,2012,Fall,8,9,4,1,3,25,GU G
CSCE,313,504,2012,Fall,8,9,3,2,4,26,GU G
CSCE,314,500,2012,Fall,37,36,24,5,3,105,JARVI J
CSCE,315,501,2012,Fall,22,4,1,1,2,30,CHOE Y
CSCE,315,502,2012,Fall,23,3,2,0,0,28,CHOE Y
CSCE,315,503,2012,Fall,19,3,0,0,1,23,CHOE Y
CSCE,410,500,2012,Fall,12,13,2,4,3,34,BETTATI R
CSCE,411,500,2012,Fall,19,22,7,6,2,56,KLAPPENECKER A
CSCE,420,500,2012,Fall,21,15,7,1,4,48,SHELL D
CSCE,434,500,2012,Fall,3,4,2,3,4,16,RAUCHWERGER L
CSCE,436,500,2012,Fall,6,2,1,1,1,11,HAMMOND T
CSCE,440,500,2012,Fall,10,5,0,0,0,15,KLAPPENECKER A
