Department,Class,Section,Year,Semester,A,B,C,D,F,Total,Name
IDIS,300,102,2013,Summer,6,8,3,0,0,17,LORENZO R
IDIS,303,101,2013,Summer,2,11,4,0,0,17,GOLLA M
IDIS,303,102,2013,Summer,1,3,1,0,0,5,GOLLA M
IDIS,400,201,2013,Summer,4,9,4,0,0,17,LORENZO R
IDIS,400,202,2013,Summer,3,9,4,0,0,16,LORENZO R
IDIS,445,150,2013,Summer,20,0,0,0,0,20,LAWRENCE F
ISEN,220,101,2013,Summer,7,5,8,1,0,21,MOYA H
ISEN,315,200,2013,Summer,5,7,5,2,0,19,MERRIWEATHER S
ISEN,420,200,2013,Summer,4,11,8,3,0,26,WANG Y
ISEN,663,300,2013,Summer,6,7,0,0,0,13,SMITH D
ISEN,663,700,2013,Summer,4,3,0,0,0,7,SMITH D
MEEN,221,300,2013,Summer,27,32,20,1,2,82,SRINIVASAN S
MEEN,315,250,2013,Summer,1,2,5,5,1,14,BANERJEE D
MEEN,315,300,2013,Summer,12,12,19,3,0,46,BITTLE J
MEEN,315,301,2013,Summer,10,10,17,5,2,44,MCFARLAND J
MEEN,345,300,2013,Summer,6,0,0,0,0,6,MEENASHI S
MEEN,364,300,2013,Summer,15,11,1,0,0,27,HAGLUND J
MEEN,368,150,2013,Summer,6,4,0,0,0,10,HOGAN H
MEEN,401,300,2013,Summer,19,0,0,0,0,19,LIU M
MEEN,402,300,2013,Summer,11,5,1,0,0,17,GLIER M
MEEN,404,301,2013,Summer,19,4,0,0,0,23,HAGLUND J
MEEN,442,300,2013,Summer,16,5,3,0,0,24,DORON Y
MEEN,464,301,2013,Summer,3,5,0,0,0,8,MEENASHI S
MEEN,475,150,2013,Summer,10,0,0,0,0,10,HOGAN H
NUEN,302,311,2013,Summer,5,4,5,0,0,14,MARLOW W
NUEN,485,250,2013,Summer,8,0,0,0,0,8,SHAO L
NUEN,485,303,2013,Summer,5,4,0,0,0,9,AKABANI H
PETE,301,250,2013,Summer,5,2,1,0,0,8,GILDIN E
PETE,485,250,2013,Summer,5,0,0,0,0,5,GILDIN E
PETE,611,300,2013,Summer,10,2,0,0,0,12,MAGGARD J
PETE,611,700,2013,Summer,9,2,0,0,0,11,MAGGARD J
PETE,640,100,2013,Summer,7,1,0,0,0,8,MORIDIS G
PETE,661,300,2013,Summer,24,1,0,0,0,25,SCHUBERT J
PETE,661,700,2013,Summer,14,0,0,1,0,15,SCHUBERT J
PETE,661,720,2013,Summer,5,0,1,0,1,7,SCHUBERT J
PETE,663,300,2013,Summer,2,8,0,0,0,10,AYERS W
PETE,663,700,2013,Summer,10,18,1,0,0,29,AYERS W
PETE,665,700,2013,Summer,4,7,2,0,0,13,MCCAIN W
PETE,685,300,2013,Summer,7,0,0,0,0,7,WEATHERFORD D
PETE,685,709,2013,Summer,7,0,0,0,0,7,WEATHERFORD D
