Department,Class,Section,Year,Semester,A,B,C,D,F,Total,Name
BMEN,453,501,2014,Fall,61,2,0,0,0,63,HANKS J
BMEN,465,500,2014,Fall,9,4,0,0,0,13,BERGERSON C
BMEN,465,501,2014,Fall,7,3,0,0,0,10,BERGERSON C
BMEN,465,502,2014,Fall,11,0,0,0,0,11,BERGERSON C
BMEN,465,503,2014,Fall,12,3,0,0,0,15,BERGERSON C
BMEN,468,500,2014,Fall,10,10,1,0,0,21,KAUNAS R
BMEN,469,500,2014,Fall,22,4,1,0,0,27,PISHKO M
BMEN,482,500,2014,Fall,10,6,2,0,0,18,GRUNLAN M
BMEN,483,500,2014,Fall,5,2,1,0,0,8,ALGE D
BMEN,489,501,2014,Fall,8,2,0,0,0,10,APPLEGATE B
BMEN,489,503,2014,Fall,0,5,4,1,0,10,MADIGAN M
BMEN,491,537,2014,Fall,7,0,0,0,0,7,MORENO M
BMEN,625,600,2014,Fall,10,3,1,0,0,14,MAITLAND K
BMEN,630,600,2014,Fall,9,2,0,0,0,11,BREWER M
BMEN,650,600,2014,Fall,4,8,0,0,0,12,APPLEGATE B
BMEN,652,600,2014,Fall,4,0,1,0,0,5,KAUNAS R
BMEN,669,600,2014,Fall,10,1,0,0,0,11,PISHKO M
BMEN,682,600,2014,Fall,13,3,2,0,0,18,GRUNLAN M
BMEN,683,600,2014,Fall,7,5,0,0,0,12,ALGE D
BMEN,689,600,2014,Fall,36,3,0,0,0,39,CLUBB F
BMEN,689,603,2014,Fall,1,3,5,0,0,9,MADIGAN M
BIOT,601,600,2014,Fall,17,3,0,0,0,20,KING M
BIOT,635,600,2014,Fall,10,9,0,0,0,19,KING M
BIOT,645,600,2014,Fall,12,0,0,0,0,12,YOUNG C
BIOT,645,601,2014,Fall,8,0,0,0,0,8,YOUNG C
CHEN,204,501,2014,Fall,4,19,33,9,0,65,VADDIRAJU S
CHEN,204,502,2014,Fall,17,33,34,6,0,90,JAYARAMAN A
CHEN,304,500,2014,Fall,26,41,8,3,0,78,AKBULUT M
CHEN,304,501,2014,Fall,9,25,8,0,1,43,MASHUGA C
CHEN,313,500,2014,Fall,15,22,21,1,0,59,JEONG H
CHEN,313,501,2014,Fall,8,19,11,0,0,38,CAGIN T
CHEN,320,500,2014,Fall,33,41,12,0,0,86,SEMINARIO J
CHEN,354,500,2014,Fall,27,29,21,8,1,86,BALBUENA P
CHEN,414,901,2014,Fall,18,2,0,0,0,20,ISDALE C
CHEN,414,902,2014,Fall,8,0,0,0,0,8,ISDALE C
CHEN,414,903,2014,Fall,11,7,0,0,0,18,ISDALE C
CHEN,414,904,2014,Fall,16,4,0,0,0,20,ISDALE C
CHEN,414,905,2014,Fall,17,3,0,0,0,20,ISDALE C
CHEN,424,501,2014,Fall,14,18,10,0,0,42,KAO K
CHEN,424,502,2014,Fall,20,19,8,0,0,47,WILHITE B
CHEN,425,501,2014,Fall,45,26,9,1,0,81,HASAN M
CHEN,426,500,2014,Fall,11,10,2,0,0,23,BALDWIN J
CHEN,430,500,2014,Fall,6,5,0,0,0,11,ROGERS W
CHEN,433,501,2014,Fall,16,2,0,0,0,18,WHITE J
CHEN,433,505,2014,Fall,7,1,0,0,0,8,WHITE J
CHEN,451,500,2014,Fall,7,7,6,0,0,20,LUTKENHAUS J
CHEN,455,500,2014,Fall,23,36,0,0,0,59,CHENG Z
CHEN,461,500,2014,Fall,37,46,17,0,0,100,KRAVARIS C
CHEN,475,500,2014,Fall,7,3,0,0,0,10,KUO Y
CHEN,481,501,2014,Fall,19,0,0,0,0,19,KARIM M
CHEN,481,502,2014,Fall,20,0,0,0,0,20,HOLSTE J
CHEN,481,503,2014,Fall,20,0,0,0,0,20,HOLSTE J
CHEN,481,504,2014,Fall,17,0,0,0,0,17,HOLSTE J
CHEN,481,505,2014,Fall,16,0,0,0,0,16,HOLSTE J
CHEN,491,520,2014,Fall,7,0,0,0,0,7,HOLTZAPPLE M
CHEN,601,600,2014,Fall,41,0,0,0,0,41,WHITE J
CHEN,604,600,2014,Fall,22,13,4,0,0,39,WU H
CHEN,623,600,2014,Fall,21,13,1,1,0,36,HOLSTE J
CHEN,629,601,2014,Fall,41,9,3,0,0,53,ELABD Y
CHEN,641,600,2014,Fall,5,6,2,0,0,13,LUTKENHAUS J
CHEN,655,600,2014,Fall,7,2,0,0,0,9,MENTZER R
CHEN,689,600,2014,Fall,13,2,0,0,0,15,GREEN M
SENG,310,500,2014,Fall,29,21,5,1,1,57,DEWAN M
SENG,310,700,2014,Fall,5,1,0,0,0,6,DEWAN M
SENG,321,500,2014,Fall,13,20,1,1,0,35,SACHDEVA S
SENG,422,500,2014,Fall,12,1,0,0,0,13,MOATS J
SENG,430,500,2014,Fall,3,4,0,0,0,7,ROGERS W
SENG,655,600,2014,Fall,13,0,0,0,0,13,MENTZER R
SENG,655,700,2014,Fall,4,1,0,0,0,5,MENTZER R
SENG,670,600,2014,Fall,12,1,0,0,0,13,SACHDEVA S
SENG,670,700,2014,Fall,7,0,0,0,0,7,SACHDEVA S
SENG,677,600,2014,Fall,6,1,0,0,0,7,MOATS J
CVEN,207,501,2014,Fall,60,13,4,1,0,78,BRUMBELOW J
CVEN,207,503,2014,Fall,44,4,0,0,0,48,AUTENRIETH R
CVEN,221,501,2014,Fall,52,37,13,3,0,105,BEASON W
CVEN,221,502,2014,Fall,65,25,11,0,1,102,BRACKIN M
CVEN,289,500,2014,Fall,23,1,0,0,0,24,OTEY J
CVEN,289,501,2014,Fall,7,4,0,0,0,11,OTEY J
CVEN,301,501,2014,Fall,18,24,4,0,0,46,CHU K
CVEN,301,502,2014,Fall,34,6,0,0,0,40,YING Q
CVEN,302,501,2014,Fall,12,28,10,0,1,51,CAHILL A
CVEN,302,502,2014,Fall,18,26,15,2,0,61,CHANG K
CVEN,303,501,2014,Fall,9,6,1,0,1,17,GHARAIBEH N
CVEN,303,502,2014,Fall,8,9,2,0,0,19,GHARAIBEH N
CVEN,303,503,2014,Fall,5,11,2,1,0,19,GHARAIBEH N
CVEN,303,504,2014,Fall,5,10,2,1,0,18,CHINN T
CVEN,305,501,2014,Fall,3,16,12,0,3,34,JONES H
CVEN,305,502,2014,Fall,13,26,11,4,2,56,MURUGESAN R
CVEN,305,503,2014,Fall,13,25,21,1,2,62,PARK P
CVEN,305,504,2014,Fall,20,21,21,1,1,64,BEASON W
CVEN,305,505,2014,Fall,7,17,5,3,2,34,SCHNEIDER W
CVEN,306,501,2014,Fall,14,28,6,0,0,48,SAKHAEI F
CVEN,306,502,2014,Fall,7,18,5,0,0,30,PARK P
CVEN,307,501,2014,Fall,17,23,3,0,0,43,GREEN L
CVEN,307,502,2014,Fall,23,27,2,0,0,52,ZHANG Y
CVEN,311,502,2014,Fall,19,46,13,0,1,79,GAO H
CVEN,311,503,2014,Fall,16,28,17,1,0,62,KANTA L
CVEN,322,501,2014,Fall,5,21,5,0,0,31,LOWERY L
CVEN,322,502,2014,Fall,20,22,7,3,1,53,WANG X
CVEN,333,501,2014,Fall,27,11,0,0,0,38,JALILIKHIABANI Y
CVEN,339,501,2014,Fall,13,16,14,9,0,52,WURBS R
CVEN,342,501,2014,Fall,5,13,0,0,0,18,SAKHAEI F
CVEN,342,502,2014,Fall,7,10,2,0,0,19,SAKHAEI F
CVEN,342,503,2014,Fall,8,9,3,0,0,20,SAKHAEI F
CVEN,342,504,2014,Fall,7,6,3,0,0,16,SAKHAEI F
CVEN,343,502,2014,Fall,3,9,0,1,0,13,GRASLEY Z
CVEN,343,503,2014,Fall,4,6,0,0,0,10,GRASLEY Z
CVEN,345,501,2014,Fall,18,27,25,8,1,79,BIRELY A
CVEN,345,502,2014,Fall,26,25,12,1,1,65,BARROSO L
CVEN,349,500,2014,Fall,45,44,8,0,0,97,HESSAMI A
CVEN,363,501,2014,Fall,15,22,24,6,0,67,HURLEBAUS S
CVEN,363,502,2014,Fall,15,17,13,7,1,53,HURLEBAUS S
CVEN,365,501,2014,Fall,12,4,1,0,0,17,BRIAUD J
CVEN,365,502,2014,Fall,10,6,0,0,0,16,BRIAUD J
CVEN,365,503,2014,Fall,9,7,2,0,0,18,BRIAUD J
CVEN,365,504,2014,Fall,13,3,1,0,0,17,MEDINA C
CVEN,365,505,2014,Fall,6,6,2,0,0,14,MEDINA C
CVEN,400,501,2014,Fall,4,18,1,0,1,24,ZOLLINGER D
CVEN,400,502,2014,Fall,11,8,2,0,0,21,ZOLLINGER D
CVEN,402,500,2014,Fall,7,8,6,0,0,21,BATCHELOR B
CVEN,405,500,2014,Fall,8,6,3,0,0,17,WALEWSKI J
CVEN,423,500,2014,Fall,4,2,1,0,0,7,OLIVERA F
CVEN,424,901,2014,Fall,14,11,0,0,0,25,ENGLAND P
CVEN,424,902,2014,Fall,11,8,1,0,0,20,ENGLAND P
CVEN,424,903,2014,Fall,16,6,0,0,0,22,ENGLAND P
CVEN,424,904,2014,Fall,12,11,1,0,0,24,ENGLAND P
CVEN,444,501,2014,Fall,10,14,13,2,1,40,HUESTE M
CVEN,444,502,2014,Fall,21,19,3,0,1,44,MANDER J
CVEN,445,500,2014,Fall,10,15,6,1,0,32,JONES H
CVEN,446,501,2014,Fall,11,23,11,1,0,46,LOWERY L
CVEN,446,502,2014,Fall,13,12,10,0,0,35,WIEGHAUS K
CVEN,454,500,2014,Fall,10,7,2,0,0,19,BURRIS M
CVEN,457,500,2014,Fall,1,4,3,0,0,8,HAWKINS G
CVEN,463,500,2014,Fall,50,0,0,0,0,50,CAHILL A
CVEN,473,500,2014,Fall,21,7,0,0,0,28,ANDERSON S
CVEN,483,500,2014,Fall,12,0,0,0,0,12,BRACCI J
CVEN,489,500,2014,Fall,8,6,0,0,0,14,MILLER G
CVEN,489,501,2014,Fall,20,0,0,0,0,20,JAMES R
CVEN,601,600,2014,Fall,11,7,0,0,0,18,CHU K
CVEN,614,600,2014,Fall,16,6,0,0,0,22,LITTLE D
CVEN,616,600,2014,Fall,17,0,0,0,0,17,LYTTON R
CVEN,617,600,2014,Fall,13,7,0,0,0,20,ZHANG Y
CVEN,619,600,2014,Fall,13,10,0,0,0,23,YING Q
CVEN,620,600,2014,Fall,6,11,1,0,0,18,BATCHELOR B
CVEN,624,600,2014,Fall,18,3,0,0,0,21,GHARAIBEH N
CVEN,628,600,2014,Fall,7,5,0,0,1,13,WURBS R
CVEN,633,600,2014,Fall,44,13,1,0,0,58,MORGAN J
CVEN,635,600,2014,Fall,10,5,0,0,0,15,LORD D
CVEN,638,600,2014,Fall,26,0,0,0,0,26,WALEWSKI J
CVEN,648,600,2014,Fall,9,2,0,0,0,11,AUBENY C
CVEN,649,600,2014,Fall,12,3,0,0,0,15,SANCHEZ C
CVEN,649,601,2014,Fall,11,7,0,0,0,18,SANCHEZ C
CVEN,651,600,2014,Fall,23,0,1,0,0,24,MEDINA C
CVEN,653,600,2014,Fall,12,0,1,0,0,13,MARTIN A
CVEN,654,600,2014,Fall,6,11,4,0,0,21,FORD D
CVEN,656,600,2014,Fall,10,26,2,0,0,38,KEATING P
CVEN,657,600,2014,Fall,22,36,1,0,0,59,NIEDZWECKI J
CVEN,658,600,2014,Fall,11,8,0,0,0,19,OLIVERA F
CVEN,664,600,2014,Fall,21,3,0,0,0,24,BRUMBELOW J
CVEN,666,600,2014,Fall,16,5,0,0,0,21,BRIAUD J
CVEN,668,600,2014,Fall,18,5,1,0,0,24,ANDERSON S
CVEN,669,600,2014,Fall,13,8,1,0,0,22,BARROSO L
CVEN,671,600,2014,Fall,14,25,2,0,0,41,MANDER J
CVEN,672,600,2014,Fall,11,10,0,0,0,21,WANG X
CVEN,679,600,2014,Fall,12,0,0,0,0,12,CHANG K
CVEN,688,600,2014,Fall,25,2,1,0,0,28,CHEN H
CVEN,696,600,2014,Fall,4,2,2,0,0,8,HAWKINS G
OCEN,336,501,2014,Fall,12,1,0,0,0,13,CHANG K
OCEN,336,502,2014,Fall,11,2,0,0,0,13,CHANG K
OCEN,336,503,2014,Fall,11,1,0,0,0,12,CHANG K
OCEN,400,500,2014,Fall,17,10,6,0,0,33,KAIHATU J
OCEN,401,500,2014,Fall,15,17,0,0,1,33,RANDALL R
OCEN,402,500,2014,Fall,10,14,6,0,0,30,FALZARANO J
OCEN,403,500,2014,Fall,14,14,2,0,1,31,KIM M
OCEN,408,500,2014,Fall,21,12,0,0,0,33,RANDALL R
OCEN,671,600,2014,Fall,11,12,0,0,0,23,ZHANG J
OCEN,673,600,2014,Fall,11,8,1,0,0,20,KIM M
OCEN,678,600,2014,Fall,16,8,0,0,0,24,CHEN H
OCEN,685,628,2014,Fall,5,0,0,0,0,5,KIM M
OCEN,685,681,2014,Fall,3,2,0,0,0,5,FALZARANO J
ENGR,111,201,2014,Fall,27,11,2,0,0,40,RICHARD J
ENGR,111,202,2014,Fall,22,7,4,1,0,34,WANG Y
ENGR,111,203,2014,Fall,22,7,1,1,0,31,WHITEACRE M
ENGR,111,204,2014,Fall,24,13,1,0,0,38,BETTATI R
ENGR,111,205,2014,Fall,35,5,2,0,0,42,REECE W
ENGR,111,206,2014,Fall,18,5,0,0,0,23,REECE W
ENGR,111,501,2014,Fall,7,31,32,4,0,74,FULLERTON T
ENGR,111,502,2014,Fall,15,68,12,0,1,96,FULLERTON T
ENGR,111,503,2014,Fall,28,39,23,6,1,97,FINK R
ENGR,111,504,2014,Fall,18,40,26,3,1,88,MENDOZA D
ENGR,111,506,2014,Fall,27,46,19,4,0,96,WANG Y
ENGR,111,507,2014,Fall,47,33,10,6,0,96,POSTON J
ENGR,111,508,2014,Fall,22,41,28,5,1,97,SCHREUDERS P
ENGR,111,509,2014,Fall,21,56,17,1,0,95,HUTCHINSON R
ENGR,111,510,2014,Fall,18,56,24,0,0,98,KURWITZ R
ENGR,111,511,2014,Fall,31,43,21,1,1,97,KURWITZ R
ENGR,111,512,2014,Fall,25,52,17,4,0,98,POSTON J
ENGR,111,513,2014,Fall,31,49,16,0,1,97,OSTROVSKAYA N
ENGR,111,514,2014,Fall,9,45,31,4,2,91,OSTROVSKAYA N
ENGR,111,515,2014,Fall,0,10,31,6,2,49,CORTEZ M
ENGR,111,516,2014,Fall,31,46,13,6,1,97,WANG Y
ENGR,111,517,2014,Fall,22,34,28,3,0,87,LARA R
ENGR,111,518,2014,Fall,25,52,19,1,0,97,LARA R
ENGR,111,519,2014,Fall,25,48,21,2,0,96,WHITEACRE M
ENGR,111,520,2014,Fall,22,70,6,1,0,99,HUTCHINSON R
ENGR,111,521,2014,Fall,16,38,25,5,0,84,SCHREUDERS P
ENGR,111,522,2014,Fall,33,45,18,2,0,98,WICKLIFF T
ENGR,111,523,2014,Fall,43,35,19,1,0,98,WICKLIFF T
ENGR,111,524,2014,Fall,20,49,22,2,0,93,WICKLIFF T
ENGR,111,525,2014,Fall,1,28,37,11,6,83,HUTCHINSON R
ENGR,111,526,2014,Fall,26,53,18,0,0,97,GODWIN A
ENGR,111,527,2014,Fall,10,11,23,2,0,46,LARA R
ENGR,111,528,2014,Fall,21,24,2,0,0,47,REECE W
ENGR,111,529,2014,Fall,22,44,15,1,0,82,LARA R
ENGR,111,531,2014,Fall,8,12,3,0,0,23,FULLERTON T
ENGR,111,532,2014,Fall,6,28,10,1,0,45,CORTEZ M
ENGR,111,533,2014,Fall,7,4,3,1,0,15,SCHREUDERS P
ENGR,112,501,2014,Fall,4,12,7,3,0,26,FULLERTON T
ENGR,112,502,2014,Fall,8,30,11,9,2,60,RICHARD J
ENGR,112,503,2014,Fall,11,31,19,5,1,67,RICHARD J
ENGR,112,504,2014,Fall,9,35,20,7,2,73,RICHARD J
ENGR,112,505,2014,Fall,5,7,9,1,0,22,DAUGHERITY W
ENGR,112,509,2014,Fall,7,19,13,9,0,48,HOLTZAPPLE M
ENGR,112,510,2014,Fall,5,5,4,1,1,16,DAUGHERITY W
ENGR,112,511,2014,Fall,7,5,2,2,0,16,DAUGHERITY W
ENGR,112,512,2014,Fall,1,11,7,2,0,21,DAUGHERITY W
ENGR,112,513,2014,Fall,5,3,2,0,0,10,DAUGHERITY W
ENGR,270,500,2014,Fall,4,2,0,0,1,7,LAGOUDAS M
ENGR,385,507,2014,Fall,12,0,0,0,0,12,KARSILAYAN A
ENGR,385,512,2014,Fall,6,1,0,0,0,7,GAUTAM N
ENGR,385,513,2014,Fall,23,0,0,0,0,23,CATON J
ENGR,401,501,2014,Fall,2,4,0,0,0,6,AMINI N
ENGR,401,502,2014,Fall,6,0,0,0,0,6,AMINI N
ENGR,401,503,2014,Fall,21,0,0,0,0,21,AMINI N
ENGR,401,505,2014,Fall,6,2,0,0,0,8,AMINI N
ENGR,401,506,2014,Fall,5,2,0,0,0,7,AMINI N
ENGR,401,507,2014,Fall,4,4,0,0,0,8,AMINI N
ENGR,401,508,2014,Fall,5,3,0,0,0,8,AMINI N
ENGR,410,500,2014,Fall,3,4,0,0,0,7,LEON V
ENGR,470,500,2014,Fall,8,3,0,0,0,11,LAGOUDAS M
ENGR,482,901,2014,Fall,4,4,0,0,1,9,JAMES R
ENGR,482,902,2014,Fall,6,3,2,0,0,11,JAMES R
ENGR,482,903,2014,Fall,4,4,1,0,0,9,JAMES R
ENGR,482,904,2014,Fall,4,4,1,0,0,9,JAMES R
ENGR,482,905,2014,Fall,4,9,0,0,0,13,JAMES R
ENGR,482,906,2014,Fall,2,9,1,0,1,13,JAMES R
ENGR,482,907,2014,Fall,6,5,0,0,0,11,JAMES R
ENGR,482,908,2014,Fall,4,5,2,0,0,11,JAMES R
ENGR,482,909,2014,Fall,5,6,0,0,0,11,JAMES R
ENGR,482,910,2014,Fall,4,7,1,0,0,12,JAMES R
ENGR,482,911,2014,Fall,4,7,0,1,0,12,JAMES R
ENGR,482,912,2014,Fall,4,7,1,0,0,12,JAMES R
ENGR,482,913,2014,Fall,7,6,1,0,0,14,JAMES R
ENGR,482,914,2014,Fall,3,7,1,0,0,11,JAMES R
ENGR,482,915,2014,Fall,6,5,0,0,0,11,JAMES R
ENGR,482,916,2014,Fall,6,5,1,1,0,13,JAMES R
ENGR,482,917,2014,Fall,2,7,2,0,0,11,JAMES R
ENGR,482,918,2014,Fall,3,8,0,3,0,14,JAMES R
ENGR,482,919,2014,Fall,5,7,1,0,0,13,JAMES R
ENGR,482,920,2014,Fall,5,10,0,0,0,15,JAMES R
ENGR,482,921,2014,Fall,3,8,0,2,0,13,JAMES R
ENGR,482,922,2014,Fall,6,5,1,0,0,12,JAMES R
ENGR,482,923,2014,Fall,4,7,0,0,1,12,JAMES R
ENGR,482,924,2014,Fall,2,6,5,0,0,13,JAMES R
ENGR,482,925,2014,Fall,6,6,1,0,0,13,JAMES R
ENGR,482,927,2014,Fall,1,7,6,0,0,14,JAMES R
ENGR,482,970,2014,Fall,9,0,0,0,0,9,JAMES R
ENGR,489,500,2014,Fall,4,3,2,0,0,9,MORGAN J
ENGR,489,508,2014,Fall,9,0,0,0,0,9,SHAKKOTTAI S
ENGR,491,501,2014,Fall,6,0,0,0,0,6,UGAZ V
ENGR,491,503,2014,Fall,10,0,0,0,0,10,HWANG W
ENGR,491,504,2014,Fall,16,0,0,0,0,16,HOLTZAPPLE M
ENGR,491,505,2014,Fall,12,1,0,0,0,13,MAITLAND K
ENGR,491,506,2014,Fall,13,1,0,0,0,14,RASMUSSEN B
ENGR,491,507,2014,Fall,9,1,0,0,0,10,HAMMOND T
ENGR,491,508,2014,Fall,7,0,0,0,0,7,BUKKAPATNAM S
ENGR,491,509,2014,Fall,7,3,0,0,0,10,MARIANNO C
ENGR,491,510,2014,Fall,9,0,0,0,0,9,CHU K
ENGR,491,511,2014,Fall,15,0,0,0,0,15,BOYD J
ENGR,491,512,2014,Fall,14,0,0,0,0,14,BOYD J
ENGR,491,513,2014,Fall,4,1,0,0,0,5,LANGARI G
ENGR,491,517,2014,Fall,4,2,0,0,0,6,SHAMBERGER P
ENGR,689,600,2014,Fall,8,4,1,0,0,13,AVNET M
CSCE,110,501,2014,Fall,15,3,8,2,2,30,WILLIAMS T
CSCE,110,502,2014,Fall,18,5,14,1,0,38,WILLIAMS T
CSCE,110,503,2014,Fall,16,11,4,1,2,34,WILLIAMS T
CSCE,111,500,2014,Fall,12,8,1,0,0,21,GOOCH B
CSCE,111,501,2014,Fall,9,10,7,1,1,28,HURLEY J
CSCE,111,502,2014,Fall,9,10,11,0,1,31,HURLEY J
CSCE,111,503,2014,Fall,11,8,9,2,0,30,HURLEY J
CSCE,111,504,2014,Fall,15,5,0,0,2,22,GOOCH B
CSCE,111,505,2014,Fall,15,1,1,0,0,17,GOOCH B
CSCE,113,501,2014,Fall,8,11,2,0,1,22,MOORE J
CSCE,113,502,2014,Fall,11,6,1,0,0,18,MOORE J
CSCE,113,503,2014,Fall,6,4,3,1,1,15,MOORE J
CSCE,121,200,2014,Fall,16,2,0,0,1,19,WELCH J
CSCE,121,501,2014,Fall,13,7,2,0,2,24,DAUGHERITY W
CSCE,121,502,2014,Fall,7,9,9,0,2,27,DAUGHERITY W
CSCE,121,503,2014,Fall,7,10,4,1,0,22,DAUGHERITY W
CSCE,121,504,2014,Fall,6,10,5,1,0,22,DAUGHERITY W
CSCE,121,505,2014,Fall,4,13,1,1,1,20,DAUGHERITY W
CSCE,121,506,2014,Fall,7,10,6,1,0,24,DAUGHERITY W
CSCE,121,507,2014,Fall,16,10,0,1,1,28,DAUGHERITY W
CSCE,121,508,2014,Fall,12,10,4,1,0,27,DAUGHERITY W
CSCE,121,509,2014,Fall,12,12,1,0,2,27,DAUGHERITY W
CSCE,121,510,2014,Fall,3,9,7,0,3,22,DAUGHERITY W
CSCE,121,511,2014,Fall,15,2,3,2,0,22,DAUGHERITY W
CSCE,121,512,2014,Fall,12,7,1,0,0,20,DAUGHERITY W
CSCE,121,513,2014,Fall,7,5,3,1,2,18,DAUGHERITY W
CSCE,181,500,2014,Fall,151,3,1,0,0,155,SCHAEFER S
CSCE,206,501,2014,Fall,7,17,5,1,1,31,HURLEY J
CSCE,206,502,2014,Fall,14,8,5,3,1,31,HURLEY J
CSCE,206,503,2014,Fall,13,14,4,0,1,32,HURLEY J
CSCE,206,504,2014,Fall,5,11,3,0,0,19,HURLEY J
CSCE,206,505,2014,Fall,13,19,6,1,0,39,HURLEY J
CSCE,206,506,2014,Fall,15,18,5,1,0,39,HURLEY J
CSCE,221,501,2014,Fall,9,5,3,3,1,21,LEYK T
CSCE,221,502,2014,Fall,12,7,4,3,0,26,LEYK T
CSCE,221,503,2014,Fall,11,4,5,3,0,23,LEYK T
CSCE,221,504,2014,Fall,5,8,0,5,1,19,LEYK T
CSCE,221,505,2014,Fall,10,11,1,0,2,24,LEYK T
CSCE,221,506,2014,Fall,8,10,5,3,0,26,LEYK T
CSCE,222,200,2014,Fall,23,2,0,0,0,25,SZE S
CSCE,222,500,2014,Fall,17,34,18,15,5,89,DAVIS T
CSCE,222,501,2014,Fall,13,24,11,1,0,49,LEE H
CSCE,222,502,2014,Fall,12,15,12,0,3,42,MOORE J
CSCE,312,501,2014,Fall,10,11,3,5,2,31,MAHAPATRA R
CSCE,312,502,2014,Fall,6,13,9,1,1,30,MAHAPATRA R
CSCE,312,503,2014,Fall,6,12,6,0,1,25,MAHAPATRA R
CSCE,312,504,2014,Fall,4,6,8,2,3,23,MAHAPATRA R
CSCE,313,500,2014,Fall,0,4,5,1,3,13,TYAGI A
CSCE,313,501,2014,Fall,4,11,4,1,1,21,TYAGI A
CSCE,313,502,2014,Fall,9,2,1,0,2,14,TYAGI A
