Department,Class,Section,Year,Semester,A,B,C,D,F,Total,Name
BMEN,482,500,2014,Spring,13,11,1,0,0,25,GRUNLAN M
BMEN,489,501,2014,Spring,5,3,0,0,0,8,KAUNAS R
BMEN,489,505,2014,Spring,63,13,1,0,0,77,MCSHANE M
BMEN,489,506,2014,Spring,53,10,0,0,0,63,MCSHANE M
BMEN,489,509,2014,Spring,13,5,1,0,0,19,PISHKO M
BMEN,489,513,2014,Spring,13,4,0,0,0,17,GRUNLAN M
BMEN,489,514,2014,Spring,11,6,0,0,0,17,GRUNLAN M
BMEN,489,515,2014,Spring,15,2,0,0,0,17,GRUNLAN M
BMEN,489,516,2014,Spring,15,1,0,0,0,16,GRUNLAN M
BMEN,489,553,2014,Spring,6,0,0,0,0,6,WASSER J
BMEN,491,520,2014,Spring,6,0,0,0,0,6,GRUNLAN M
BMEN,491,537,2014,Spring,6,0,0,0,0,6,MORENO M
BMEN,611,600,2014,Spring,7,1,0,0,0,8,YEH A
BMEN,624,600,2014,Spring,6,3,0,0,0,9,MEISSNER K
BMEN,630,600,2014,Spring,21,1,0,0,0,22,RITTER D
BMEN,640,600,2014,Spring,11,0,0,0,0,11,MORENO M
BMEN,663,600,2014,Spring,5,2,1,0,1,9,HWANG W
BMEN,674,600,2014,Spring,19,0,1,2,0,22,YEH A
BMEN,682,600,2014,Spring,13,1,1,0,0,15,GRUNLAN M
BMEN,685,611,2014,Spring,9,0,0,0,0,9,CRISCIONE J
BMEN,689,605,2014,Spring,12,2,0,0,0,14,PISHKO M
BMEN,689,606,2014,Spring,5,2,1,0,1,9,APPLEGATE B
CHEN,204,500,2014,Spring,7,17,6,2,0,32,HOLSTE J
CHEN,205,501,2014,Spring,14,30,23,5,2,74,LUTKENHAUS J
CHEN,205,502,2014,Spring,19,22,1,0,0,42,BALDWIN J
CHEN,301,501,2014,Spring,10,12,7,1,1,31,RAISOR C
CHEN,301,502,2014,Spring,12,22,6,1,1,42,RAISOR C
CHEN,301,504,2014,Spring,13,13,3,0,0,29,RAISOR C
CHEN,304,500,2014,Spring,9,9,1,0,2,21,UGAZ V
CHEN,320,501,2014,Spring,17,14,7,0,1,39,WU H
CHEN,323,501,2014,Spring,33,19,12,0,0,64,AKBULUT M
CHEN,323,502,2014,Spring,19,15,6,0,0,40,VADDIRAJU S
CHEN,354,500,2014,Spring,25,25,18,3,0,71,BALBUENA P
CHEN,382,501,2014,Spring,10,18,8,0,0,36,KAO K
CHEN,414,901,2014,Spring,10,2,0,0,0,12,ISDALE C
CHEN,414,902,2014,Spring,10,0,0,0,0,10,ISDALE C
CHEN,424,500,2014,Spring,6,22,4,1,0,33,GLOVER C
CHEN,426,501,2014,Spring,72,31,5,0,0,108,BALDWIN J
CHEN,433,501,2014,Spring,20,2,0,0,0,22,WHITE J
CHEN,433,502,2014,Spring,18,3,0,0,0,21,WHITE J
CHEN,433,503,2014,Spring,22,0,0,0,0,22,ISDALE C
CHEN,433,504,2014,Spring,15,3,0,0,0,18,WHITE J
CHEN,433,505,2014,Spring,17,3,0,0,0,20,WHITE J
CHEN,455,500,2014,Spring,22,8,2,0,1,33,CHENG Z
CHEN,459,500,2014,Spring,20,19,7,0,0,46,MENTZER R
CHEN,460,500,2014,Spring,6,9,0,0,0,15,ROGERS W
CHEN,464,500,2014,Spring,18,31,33,3,1,86,JEONG H
CHEN,464,501,2014,Spring,8,7,7,0,0,22,KUO Y
CHEN,481,500,2014,Spring,20,0,0,0,0,20,KARIM M
CHEN,481,501,2014,Spring,19,0,0,0,0,19,JAYARAMAN A
CHEN,481,504,2014,Spring,3,4,0,0,0,7,HOLTZAPPLE M
CHEN,624,600,2014,Spring,9,10,2,0,0,21,WILHITE B
CHEN,660,600,2014,Spring,8,5,0,0,0,13,ROGERS W
SENG,312,500,2014,Spring,19,14,7,0,0,40,DEWAN M
SENG,312,700,2014,Spring,4,0,4,0,0,8,DEWAN M
SENG,422,500,2014,Spring,6,0,0,0,0,6,LOYD J
SENG,455,500,2014,Spring,1,1,1,2,0,5,CHENG Z
SENG,460,500,2014,Spring,5,7,0,0,0,12,ROGERS W
SENG,660,600,2014,Spring,14,1,0,0,0,15,ROGERS W
SENG,660,700,2014,Spring,7,0,0,0,0,7,ROGERS W
SENG,674,600,2014,Spring,7,0,0,0,0,7,DEWAN M
SENG,674,700,2014,Spring,6,1,0,0,0,7,DEWAN M
SENG,677,600,2014,Spring,9,1,0,0,0,10,LOYD J
CVEN,207,501,2014,Spring,44,9,1,0,0,54,BRUMBELOW J
CVEN,207,502,2014,Spring,42,10,1,1,2,56,AUTENRIETH R
CVEN,221,501,2014,Spring,25,21,6,0,0,52,BEASON W
CVEN,221,502,2014,Spring,11,11,4,0,0,26,BEASON W
CVEN,301,500,2014,Spring,51,35,12,1,0,99,CHU K
CVEN,302,501,2014,Spring,16,35,8,0,0,59,CAHILL A
CVEN,302,502,2014,Spring,22,20,21,3,1,67,CHANG K
CVEN,303,501,2014,Spring,4,9,2,0,0,15,GHARAIBEH N
CVEN,303,502,2014,Spring,4,7,4,0,0,15,GHARAIBEH N
CVEN,303,503,2014,Spring,6,7,2,0,1,16,GHARAIBEH N
CVEN,303,504,2014,Spring,6,8,2,0,0,16,WOODS C
CVEN,303,505,2014,Spring,5,8,3,0,0,16,WOODS C
CVEN,303,506,2014,Spring,3,5,3,0,0,11,WOODS C
CVEN,305,501,2014,Spring,15,40,17,3,4,79,JONES H
CVEN,305,502,2014,Spring,19,40,27,4,0,90,LOWERY L
CVEN,305,503,2014,Spring,8,33,24,5,1,71,BAIK J
CVEN,305,504,2014,Spring,19,33,27,10,1,90,WIEGHAUS K
CVEN,305,505,2014,Spring,12,16,22,10,4,64,GOENEZEN S
CVEN,305,506,2014,Spring,12,36,27,9,2,86,MULIANA H
CVEN,306,501,2014,Spring,30,41,3,0,0,74,PARK P
CVEN,306,502,2014,Spring,13,47,6,0,0,66,LITTLE D
CVEN,307,501,2014,Spring,22,13,2,0,0,37,HAWKINS G
CVEN,307,502,2014,Spring,10,24,3,1,0,38,WANG X
CVEN,311,501,2014,Spring,19,27,13,0,0,59,KIM M
CVEN,311,502,2014,Spring,10,10,7,3,0,30,MILLER G
CVEN,322,500,2014,Spring,41,40,25,1,1,108,QUADRIFOGLIO L
CVEN,333,500,2014,Spring,22,6,0,0,0,28,WALEWSKI J
CVEN,339,500,2014,Spring,13,36,16,5,1,71,KANTA L
CVEN,342,501,2014,Spring,13,10,0,0,0,23,MARTIN A
CVEN,342,502,2014,Spring,14,7,0,0,0,21,MARTIN A
CVEN,342,503,2014,Spring,17,5,0,0,0,22,MARTIN A
CVEN,342,504,2014,Spring,10,9,1,0,0,20,MARTIN A
CVEN,345,501,2014,Spring,10,20,14,1,0,45,MANDER J
CVEN,345,502,2014,Spring,6,15,16,11,3,51,JAMES R
CVEN,349,500,2014,Spring,12,44,15,1,1,73,WALEWSKI J
CVEN,363,501,2014,Spring,4,27,8,0,0,39,HURLEBAUS S
CVEN,363,502,2014,Spring,29,27,6,0,0,62,STUBBS N
CVEN,365,501,2014,Spring,1,9,8,0,0,18,SANCHEZ C
CVEN,365,502,2014,Spring,8,7,3,0,0,18,SANCHEZ C
CVEN,365,503,2014,Spring,4,8,3,1,2,18,SANCHEZ C
CVEN,365,504,2014,Spring,7,5,6,1,0,19,AUBENY C
CVEN,365,505,2014,Spring,3,8,7,0,0,18,AUBENY C
CVEN,365,506,2014,Spring,3,9,3,1,1,17,AUBENY C
CVEN,400,501,2014,Spring,20,5,0,0,0,25,DIXON K
CVEN,400,502,2014,Spring,19,9,0,0,0,28,ZOLLINGER D
CVEN,413,500,2014,Spring,7,3,0,0,0,10,YING Q
CVEN,418,500,2014,Spring,0,9,4,0,0,13,PARK P
CVEN,423,500,2014,Spring,4,2,1,0,0,7,OLIVERA F
CVEN,424,901,2014,Spring,13,8,0,0,0,21,THOMPSON B
CVEN,424,902,2014,Spring,9,15,0,0,0,24,THOMPSON B
CVEN,424,903,2014,Spring,11,12,0,0,0,23,THOMPSON B
CVEN,424,904,2014,Spring,16,6,0,0,0,22,THOMPSON B
CVEN,424,905,2014,Spring,7,5,4,0,1,17,THOMPSON B
CVEN,444,501,2014,Spring,17,10,9,5,2,43,BARROSO L
CVEN,444,502,2014,Spring,9,23,10,5,0,47,BRACCI J
CVEN,445,500,2014,Spring,10,5,9,3,0,27,JONES H
CVEN,446,501,2014,Spring,6,19,16,3,0,44,LOWERY L
CVEN,446,502,2014,Spring,8,17,7,3,1,36,HUESTE M
CVEN,455,500,2014,Spring,19,7,3,1,1,31,OLIVERA F
CVEN,456,500,2014,Spring,11,7,0,0,0,18,LORD D
CVEN,458,500,2014,Spring,12,11,3,0,0,26,BRUMBELOW J
CVEN,473,500,2014,Spring,9,10,1,0,0,20,FORD D
CVEN,483,500,2014,Spring,27,0,0,0,0,27,BRACCI J
CVEN,489,501,2014,Spring,12,5,0,0,0,17,HURLEBAUS S
CVEN,489,502,2014,Spring,21,0,0,0,0,21,JAMES R
CVEN,489,503,2014,Spring,9,6,1,1,0,17,HURLEBAUS S
CVEN,604,600,2014,Spring,9,4,1,0,0,14,BATCHELOR B
CVEN,613,600,2014,Spring,15,0,0,0,0,15,LYTTON R
CVEN,615,600,2014,Spring,9,2,0,0,0,11,SAKHAEI F
CVEN,618,600,2014,Spring,12,7,0,0,0,19,ZHANG Y
CVEN,621,600,2014,Spring,9,5,0,0,0,14,BIRELY A
CVEN,627,600,2014,Spring,15,0,0,0,0,15,CAHILL A
CVEN,631,600,2014,Spring,7,0,0,0,0,7,STUBBS N
CVEN,632,600,2014,Spring,6,3,1,0,0,10,BURRIS M
CVEN,641,600,2014,Spring,17,6,0,0,0,23,ANDERSON S
CVEN,644,600,2014,Spring,21,1,0,0,0,22,DAMNJANOVIC I
CVEN,645,600,2014,Spring,6,10,0,0,0,16,BRIAUD J
CVEN,646,600,2014,Spring,8,0,0,0,0,8,LYTTON R
CVEN,658,600,2014,Spring,7,1,1,1,0,10,OLIVERA F
CVEN,659,600,2014,Spring,13,23,10,1,0,47,KEATING P
CVEN,665,600,2014,Spring,9,5,2,0,0,16,WURBS R
CVEN,667,600,2014,Spring,12,2,0,0,0,14,AUBENY C
CVEN,670,600,2014,Spring,14,2,0,0,0,16,FRY G
CVEN,674,600,2014,Spring,7,2,0,0,0,9,MILLER G
CVEN,687,600,2014,Spring,19,5,0,0,0,24,BRIAUD J
CVEN,689,600,2014,Spring,4,3,0,0,0,7,PARK P
CVEN,689,601,2014,Spring,12,1,0,0,0,13,GAO H
CVEN,689,602,2014,Spring,10,0,0,0,0,10,MEDINA C
CVEN,710,600,2014,Spring,26,1,0,0,0,27,DAMNJANOVIC I
CVEN,717,600,2014,Spring,12,7,1,0,0,20,FORD D
CVEN,750,600,2014,Spring,15,13,4,0,0,32,MORGAN J
CVEN,754,600,2014,Spring,25,0,0,1,1,27,BARROSO L
OCEN,201,500,2014,Spring,13,16,7,0,0,36,ZHANG J
OCEN,300,500,2014,Spring,11,14,6,1,0,32,ZHANG J
OCEN,362,500,2014,Spring,11,12,8,0,0,31,FALZARANO J
OCEN,407,500,2014,Spring,18,4,4,0,0,26,FALZARANO J
OCEN,410,901,2014,Spring,10,4,0,0,0,14,CHANG K
OCEN,410,902,2014,Spring,9,0,2,0,0,11,CHANG K
OCEN,672,600,2014,Spring,14,9,0,0,0,23,KAIHATU J
OCEN,676,600,2014,Spring,15,17,0,0,0,32,MERCIER R
OCEN,685,628,2014,Spring,4,0,1,0,0,5,KIM M
OCEN,688,600,2014,Spring,11,2,0,0,0,13,RANDALL R
ENGR,111,501,2014,Spring,25,43,22,2,3,95,GODWIN A
ENGR,111,502,2014,Spring,16,52,23,4,1,96,HUTCHINSON R
ENGR,111,503,2014,Spring,19,27,14,1,2,63,SCHREUDERS P
ENGR,111,504,2014,Spring,13,9,1,0,0,23,VILLAREAL S
ENGR,111,505,2014,Spring,14,4,4,0,0,22,VILLAREAL S
ENGR,111,506,2014,Spring,9,5,0,0,0,14,VILLAREAL S
ENGR,111,507,2014,Spring,7,4,0,1,1,13,VILLAREAL S
ENGR,111,508,2014,Spring,15,9,0,0,1,25,VILLAREAL S
ENGR,111,509,2014,Spring,9,19,4,4,0,36,GODWIN A
ENGR,111,510,2014,Spring,4,7,7,0,0,18,SCHREUDERS P
ENGR,112,201,2014,Spring,25,17,3,1,0,46,WHITEACRE M
ENGR,112,202,2014,Spring,23,20,2,0,0,45,RICHARD J
ENGR,112,203,2014,Spring,13,10,0,0,0,23,DAUGHERITY W
ENGR,112,204,2014,Spring,28,17,2,0,0,47,DORRIBO C
ENGR,112,501,2014,Spring,23,28,23,5,2,81,IMBRIE P
ENGR,112,502,2014,Spring,18,49,22,7,0,96,MORENO M
ENGR,112,503,2014,Spring,19,36,25,4,1,85,WANG Y
ENGR,112,504,2014,Spring,17,21,18,7,1,64,WHITEACRE M
ENGR,112,505,2014,Spring,17,26,25,1,0,69,FULLERTON T
ENGR,112,506,2014,Spring,22,37,29,1,2,91,FULLERTON T
ENGR,112,507,2014,Spring,21,35,30,4,0,90,OSTROVSKAYA N
ENGR,112,508,2014,Spring,21,30,23,3,0,77,FULLERTON T
ENGR,112,509,2014,Spring,12,41,21,1,0,75,RICHARD J
ENGR,112,510,2014,Spring,18,38,18,2,1,77,RICHARD J
ENGR,112,511,2014,Spring,6,8,6,1,0,21,DAUGHERITY W
ENGR,112,512,2014,Spring,7,10,2,3,2,24,DAUGHERITY W
ENGR,112,513,2014,Spring,6,8,4,4,1,23,DAUGHERITY W
ENGR,112,514,2014,Spring,8,11,3,0,2,24,DAUGHERITY W
ENGR,112,515,2014,Spring,5,11,5,1,2,24,DAUGHERITY W
ENGR,112,516,2014,Spring,2,10,2,3,1,18,MURPHY R
ENGR,112,517,2014,Spring,3,9,7,1,1,21,MURPHY R
ENGR,112,518,2014,Spring,3,6,8,3,1,21,MURPHY R
ENGR,112,519,2014,Spring,4,7,5,2,0,18,MURPHY R
ENGR,112,520,2014,Spring,3,3,6,0,0,12,MURPHY R
ENGR,112,521,2014,Spring,7,11,4,2,0,24,MURPHY R
ENGR,112,525,2014,Spring,14,34,13,2,0,63,DORRIBO C
ENGR,112,526,2014,Spring,19,59,14,3,0,95,HOLTZAPPLE M
ENGR,112,527,2014,Spring,12,10,18,5,0,45,DORRIBO C
ENGR,112,528,2014,Spring,22,61,8,0,0,91,SCHREUDERS P
ENGR,112,529,2014,Spring,4,3,1,3,0,11,WHITEACRE M
ENGR,385,505,2014,Spring,6,0,0,0,0,6,LOWERY L
ENGR,385,506,2014,Spring,5,1,0,0,0,6,SARIN V
ENGR,385,507,2014,Spring,8,2,0,0,0,10,KARSILAYAN A
ENGR,385,513,2014,Spring,23,0,0,0,0,23,CATON J
ENGR,402,501,2014,Spring,4,3,1,0,0,8,MCADAMS D
ENGR,402,502,2014,Spring,4,2,0,0,0,6,MCADAMS D
ENGR,402,503,2014,Spring,16,1,0,0,0,17,LUTHRINGER K
ENGR,402,504,2014,Spring,22,0,0,0,0,22,MCADAMS D
ENGR,470,500,2014,Spring,16,1,1,0,0,18,FURUTA R
ENGR,482,901,2014,Spring,6,7,2,0,0,15,NEVELS R
ENGR,482,902,2014,Spring,5,4,5,2,0,16,NEVELS R
ENGR,482,903,2014,Spring,2,5,7,2,0,16,NEVELS R
ENGR,482,904,2014,Spring,6,3,5,1,0,15,NEVELS R
ENGR,482,905,2014,Spring,6,9,9,2,1,27,NEVELS R
ENGR,482,906,2014,Spring,2,8,6,0,0,16,NEVELS R
ENGR,482,907,2014,Spring,3,8,6,0,0,17,NEVELS R
ENGR,482,908,2014,Spring,0,11,6,1,0,18,NEVELS R
ENGR,482,909,2014,Spring,4,2,10,0,0,16,NEVELS R
ENGR,482,910,2014,Spring,2,6,9,1,0,18,NEVELS R
ENGR,482,911,2014,Spring,0,7,8,1,0,16,NEVELS R
ENGR,482,912,2014,Spring,1,3,9,1,0,14,NEVELS R
ENGR,482,913,2014,Spring,3,2,8,1,0,14,BANERJEE D
ENGR,482,914,2014,Spring,3,6,7,0,0,16,BANERJEE D
ENGR,482,915,2014,Spring,2,11,3,1,0,17,BANERJEE D
ENGR,482,916,2014,Spring,3,6,6,1,0,16,BANERJEE D
ENGR,482,917,2014,Spring,3,6,4,0,1,14,BANERJEE D
ENGR,482,918,2014,Spring,0,8,5,0,0,13,BANERJEE D
ENGR,482,919,2014,Spring,3,7,2,1,0,13,BANERJEE D
ENGR,482,920,2014,Spring,1,10,2,1,0,14,BANERJEE D
ENGR,482,921,2014,Spring,5,9,2,0,0,16,BANERJEE D
ENGR,482,922,2014,Spring,2,6,8,0,0,16,BANERJEE D
ENGR,482,923,2014,Spring,4,5,6,0,0,15,BANERJEE D
ENGR,482,924,2014,Spring,1,2,8,1,0,12,BANERJEE D
ENGR,482,925,2014,Spring,0,7,6,1,0,14,BANERJEE D
ENGR,482,926,2014,Spring,5,6,11,3,0,25,JAMES R
ENGR,482,927,2014,Spring,1,10,13,1,1,26,JAMES R
ENGR,482,928,2014,Spring,3,6,15,3,0,27,JAMES R
ENGR,482,970,2014,Spring,9,1,0,0,0,10,BANERJEE D
ENGR,489,500,2014,Spring,7,3,0,0,0,10,MORGAN J
ENGR,491,501,2014,Spring,9,0,0,0,0,9,UGAZ V
ENGR,491,502,2014,Spring,10,0,0,0,0,10,HUFF G
ENGR,491,503,2014,Spring,11,0,0,0,0,11,MADSEN C
ENGR,491,505,2014,Spring,20,0,0,0,0,20,MAITLAND K
ENGR,491,506,2014,Spring,5,0,0,0,0,5,HARTL D
ENGR,491,507,2014,Spring,12,0,0,0,0,12,CHU K
ENGR,491,508,2014,Spring,4,1,0,0,1,6,RASMUSSEN B
ENGR,491,509,2014,Spring,6,0,0,0,0,6,LIANG H
ENGR,491,512,2014,Spring,9,1,0,0,0,10,HAMMOND T
ENGR,491,514,2014,Spring,5,0,0,0,0,5,HWANG W
ENGR,491,516,2014,Spring,11,0,0,0,0,11,HOLTZAPPLE M
ENGR,689,600,2014,Spring,8,0,0,0,0,8,CRISCIONE J
CSCE,110,501,2014,Spring,11,9,7,1,2,30,WILLIAMS T
CSCE,110,502,2014,Spring,14,11,5,1,0,31,WILLIAMS T
CSCE,110,503,2014,Spring,11,9,5,2,2,29,WILLIAMS T
CSCE,111,501,2014,Spring,10,13,8,3,0,34,HURLEY J
CSCE,111,502,2014,Spring,6,16,16,1,0,39,HURLEY J
CSCE,111,503,2014,Spring,8,10,9,6,1,34,HURLEY J
CSCE,113,501,2014,Spring,9,4,4,0,0,17,LEYK T
CSCE,113,502,2014,Spring,9,3,0,0,0,12,LEYK T
CSCE,121,501,2014,Spring,12,13,2,1,0,28,DAUGHERITY W
CSCE,121,502,2014,Spring,5,13,4,3,0,25,DAUGHERITY W
CSCE,121,503,2014,Spring,4,12,5,3,0,24,DAUGHERITY W
CSCE,121,504,2014,Spring,7,7,3,0,1,18,DAUGHERITY W
CSCE,121,505,2014,Spring,5,5,6,1,0,17,DAUGHERITY W
CSCE,121,506,2014,Spring,4,3,5,3,1,16,KEYSER J
CSCE,121,507,2014,Spring,7,5,1,2,2,17,KEYSER J
CSCE,121,508,2014,Spring,4,1,0,1,3,9,KEYSER J
CSCE,181,500,2014,Spring,100,8,3,0,2,113,IOERGER T
CSCE,206,501,2014,Spring,10,14,11,1,0,36,HURLEY J
CSCE,206,502,2014,Spring,7,7,3,0,0,17,HURLEY J
CSCE,206,503,2014,Spring,8,7,3,0,0,18,HURLEY J
CSCE,206,504,2014,Spring,13,20,5,1,0,39,HURLEY J
CSCE,206,505,2014,Spring,21,11,4,1,1,38,HURLEY J
CSCE,206,506,2014,Spring,11,18,6,3,0,38,HURLEY J
CSCE,221,200,2014,Spring,18,1,0,0,0,19,AMATO N
CSCE,221,501,2014,Spring,10,10,4,1,0,25,LEYK T
CSCE,221,502,2014,Spring,11,9,2,1,0,23,LEYK T
CSCE,221,503,2014,Spring,10,6,5,1,0,22,LEYK T
CSCE,221,504,2014,Spring,8,4,8,1,0,21,LEYK T
CSCE,221,505,2014,Spring,12,7,1,2,1,23,LEYK T
CSCE,221,506,2014,Spring,19,10,1,0,0,30,LEYK T
CSCE,222,501,2014,Spring,46,28,18,7,5,104,LEE H
CSCE,222,502,2014,Spring,17,26,8,2,2,55,HAMMOND T
CSCE,310,500,2014,Spring,38,37,4,0,0,79,JIANG A
CSCE,312,501,2014,Spring,5,2,7,1,0,15,KIM E
CSCE,312,502,2014,Spring,14,7,2,1,0,24,KIM E
CSCE,313,200,2014,Spring,12,3,0,0,1,16,GU G
CSCE,313,501,2014,Spring,3,9,3,5,5,25,BETTATI R
CSCE,313,502,2014,Spring,7,10,3,2,3,25,BETTATI R
CSCE,313,503,2014,Spring,7,11,3,3,3,27,BETTATI R
CSCE,313,504,2014,Spring,9,11,2,0,4,26,BETTATI R
CSCE,314,500,2014,Spring,13,29,18,3,3,66,LEE H
CSCE,315,501,2014,Spring,18,11,2,1,0,32,KERNE A
CSCE,315,502,2014,Spring,16,11,1,0,0,28,KERNE A
CSCE,315,503,2014,Spring,13,13,2,0,0,28,KERNE A
CSCE,315,504,2014,Spring,15,4,0,0,0,19,KERNE A
CSCE,350,501,2014,Spring,3,3,8,1,1,16,MAHAPATRA R
CSCE,350,502,2014,Spring,8,5,5,0,2,20,MAHAPATRA R
CSCE,410,500,2014,Spring,4,8,7,2,1,22,BETTATI R
CSCE,411,200,2014,Spring,8,2,0,0,0,10,KLAPPENECKER A
CSCE,411,500,2014,Spring,16,19,11,2,4,52,CHUNG H
CSCE,420,200,2014,Spring,13,2,0,0,0,15,SHELL D
CSCE,420,500,2014,Spring,7,10,10,0,2,29,WARD R
CSCE,431,501,2014,Spring,25,7,0,0,1,33,WALKER D
CSCE,431,502,2014,Spring,21,12,4,0,0,37,WALKER D
CSCE,433,500,2014,Spring,11,13,2,0,1,27,SZE S
CSCE,438,500,2014,Spring,34,24,1,0,1,60,CAVERLEE J
CSCE,441,500,2014,Spring,17,6,8,3,16,50,SCHAEFER S
CSCE,443,500,2014,Spring,12,0,0,0,0,12,THOMAS A
CSCE,445,500,2014,Spring,19,5,4,0,0,28,SHIPMAN F
CSCE,452,500,2014,Spring,6,14,4,0,0,24,SONG D
CSCE,462,501,2014,Spring,7,6,5,0,1,19,LIU J
CSCE,462,502,2014,Spring,6,7,5,0,0,18,LIU J
CSCE,465,500,2014,Spring,18,22,12,4,2,58,GU G
CSCE,481,900,2014,Spring,88,0,0,0,11,99,KEYSER J
CSCE,482,501,2014,Spring,20,5,0,3,3,31,SHELL D
CSCE,482,504,2014,Spring,21,5,0,0,0,26,HAMMOND T
CSCE,489,501,2014,Spring,6,0,0,0,0,6,LIU J
CSCE,603,600,2014,Spring,29,0,0,0,0,29,JIANG A
CSCE,611,500,2014,Spring,10,8,0,0,0,18,BETTATI R
CSCE,613,600,2014,Spring,25,13,1,0,0,39,STOLERU R
CSCE,614,600,2014,Spring,14,15,6,1,1,37,JIMENEZ D
CSCE,627,600,2014,Spring,8,1,0,0,1,10,SZE S
CSCE,629,600,2014,Spring,20,33,1,0,0,54,CHEN J
CSCE,633,600,2014,Spring,63,12,3,0,0,78,CHOE Y
CSCE,637,600,2014,Spring,11,0,0,0,0,11,CHEN J
CSCE,647,600,2014,Spring,4,0,1,0,0,5,AKLEMAN E
CSCE,654,600,2014,Spring,6,1,0,0,0,7,RAUCHWERGER L
CSCE,655,600,2014,Spring,10,8,3,0,0,21,KERNE A
CSCE,656,600,2014,Spring,16,1,0,0,0,17,SHIPMAN F
CSCE,668,600,2014,Spring,18,5,0,0,1,24,WELCH J
CSCE,670,600,2014,Spring,34,22,1,1,0,58,CAVERLEE J
CSCE,672,600,2014,Spring,10,3,0,0,0,13,SHIPMAN F
CSCE,689,600,2014,Spring,7,1,1,0,0,9,LIU J
