Department,Class,Section,Year,Semester,A,B,C,D,F,Total,Name
CHEN,461,500,2013,Spring,17,30,15,0,0,62,LAIRD C
CHEN,464,500,2013,Spring,16,42,37,2,1,98,JEONG H
CHEN,481,501,2013,Spring,26,0,1,0,0,27,HOLSTE J
CHEN,481,502,2013,Spring,24,0,0,0,0,24,KARIM M
CHEN,481,504,2013,Spring,20,1,1,0,0,22,HOLSTE J
CHEN,624,600,2013,Spring,9,9,2,0,0,20,WILHITE B
CHEN,642,600,2013,Spring,9,3,0,0,0,12,CHENG Z
CHEN,660,600,2013,Spring,8,2,0,1,0,11,ROGERS W
CHEN,675,600,2013,Spring,8,0,0,0,0,8,KUO Y
MSEN,601,600,2013,Spring,4,9,3,1,0,17,RADOVIC M
MSEN,602,600,2013,Spring,2,5,1,0,0,8,ROSHCHIN I
MSEN,603,600,2013,Spring,10,14,1,0,0,25,ZACHARIA N
SENG,312,500,2013,Spring,27,21,8,1,1,58,DEWAN M
SENG,455,500,2013,Spring,2,3,0,1,0,6,MENTZER R
SENG,460,500,2013,Spring,1,4,1,0,0,6,ROGERS W
SENG,660,600,2013,Spring,8,3,0,0,0,11,ROGERS W
SENG,660,700,2013,Spring,5,1,0,0,0,6,ROGERS W
CVEN,207,501,2013,Spring,52,5,2,1,0,60,WALEWSKI J
CVEN,207,502,2013,Spring,19,6,0,0,0,25,WALEWSKI J
CVEN,221,501,2013,Spring,30,28,7,2,3,70,BEASON W
CVEN,221,502,2013,Spring,19,20,7,0,1,47,BEASON W
CVEN,301,500,2013,Spring,15,43,10,1,0,69,CHU K
CVEN,302,501,2013,Spring,10,19,19,6,3,57,JONES H
CVEN,302,502,2013,Spring,18,33,14,0,0,65,CAHILL A
CVEN,303,501,2013,Spring,6,8,0,0,0,14,CHINN T
CVEN,303,502,2013,Spring,6,6,2,1,0,15,CHINN T
CVEN,303,503,2013,Spring,6,8,2,1,0,17,CHINN T
CVEN,303,504,2013,Spring,10,5,1,0,0,16,GHARAIBEH N
CVEN,303,505,2013,Spring,8,5,2,0,0,15,GHARAIBEH N
CVEN,303,506,2013,Spring,4,3,4,0,0,11,GHARAIBEH N
CVEN,303,507,2013,Spring,3,6,1,1,0,11,GHARAIBEH N
CVEN,305,501,2013,Spring,30,29,19,6,1,85,STORY B
CVEN,305,502,2013,Spring,18,43,28,8,3,100,STORY B
CVEN,305,504,2013,Spring,10,27,35,18,9,99,JAMES R
CVEN,305,505,2013,Spring,12,29,25,3,4,73,MULIANA H
CVEN,305,506,2013,Spring,11,52,22,7,0,92,HANDLER R
CVEN,306,501,2013,Spring,27,27,4,0,0,58,MARTIN A
CVEN,306,502,2013,Spring,20,37,3,0,0,60,ZOLLINGER D
CVEN,307,501,2013,Spring,20,19,7,0,1,47,HAWKINS G
CVEN,307,502,2013,Spring,19,23,6,2,0,50,QUADRIFOGLIO L
CVEN,311,501,2013,Spring,20,33,8,0,0,61,KIM M
CVEN,311,502,2013,Spring,10,14,10,3,1,38,MILLER G
CVEN,322,500,2013,Spring,20,32,17,4,2,75,QUADRIFOGLIO L
CVEN,333,500,2013,Spring,20,5,0,0,0,25,DAMNJANOVIC I
CVEN,339,500,2013,Spring,23,30,11,0,0,64,GAO H
CVEN,342,501,2013,Spring,11,6,1,0,0,18,SAKHAEI F
CVEN,342,502,2013,Spring,7,9,2,0,0,18,SAKHAEI F
CVEN,342,503,2013,Spring,7,10,3,0,0,20,SAKHAEI F
CVEN,342,504,2013,Spring,4,13,2,0,0,19,SAKHAEI F
CVEN,345,501,2013,Spring,7,11,14,3,2,37,JONES H
CVEN,345,502,2013,Spring,18,14,14,0,0,46,LOWERY L
CVEN,349,500,2013,Spring,23,47,11,0,2,83,WALEWSKI J
CVEN,363,501,2013,Spring,23,26,7,0,0,56,STUBBS N
CVEN,363,502,2013,Spring,19,22,7,2,1,51,STUBBS N
CVEN,365,501,2013,Spring,3,10,1,1,1,16,SANCHEZ C
CVEN,365,502,2013,Spring,5,10,2,0,1,18,SANCHEZ C
CVEN,365,503,2013,Spring,6,8,4,0,0,18,SANCHEZ C
CVEN,365,504,2013,Spring,4,5,1,0,2,12,MEDINA C
CVEN,365,505,2013,Spring,4,6,4,3,0,17,MEDINA C
CVEN,365,506,2013,Spring,2,5,2,1,0,10,MEDINA C
CVEN,400,501,2013,Spring,25,3,0,1,0,29,OETH L
CVEN,400,502,2013,Spring,13,10,9,1,0,33,OETH L
CVEN,413,500,2013,Spring,7,8,7,4,0,26,YING Q
CVEN,418,500,2013,Spring,2,4,1,0,0,7,PARK P
CVEN,423,500,2013,Spring,5,1,0,2,0,8,OLIVERA F
CVEN,424,901,2013,Spring,6,18,3,0,0,27,JAMES R
CVEN,424,902,2013,Spring,5,19,4,0,0,28,JAMES R
CVEN,424,903,2013,Spring,3,22,1,0,0,26,JAMES R
CVEN,424,904,2013,Spring,7,18,0,0,0,25,JAMES R
CVEN,444,501,2013,Spring,10,16,18,3,2,49,BIRELY A
CVEN,444,502,2013,Spring,14,13,15,4,1,47,BARROSO L
CVEN,445,500,2013,Spring,8,16,9,3,0,36,BARROSO L
CVEN,446,501,2013,Spring,10,24,18,2,0,54,LOWERY L
CVEN,446,502,2013,Spring,15,21,9,2,1,48,KEATING P
CVEN,455,500,2013,Spring,16,9,5,0,0,30,OLIVERA F
CVEN,456,500,2013,Spring,6,4,0,0,0,10,LORD D
CVEN,458,500,2013,Spring,16,17,10,0,0,43,BRUMBELOW J
CVEN,473,500,2013,Spring,7,17,3,1,1,29,FORD D
CVEN,483,500,2013,Spring,19,10,1,0,0,30,FRY G
CVEN,489,501,2013,Spring,11,4,0,0,0,15,HURLEBAUS S
CVEN,604,600,2013,Spring,7,7,0,0,0,14,BATCHELOR B
CVEN,615,600,2013,Spring,8,0,0,0,0,8,LITTLE D
CVEN,616,600,2013,Spring,13,2,1,0,0,16,LYTTON R
CVEN,618,600,2013,Spring,10,3,0,0,0,13,ZHANG Y
CVEN,621,600,2013,Spring,10,5,0,0,0,15,HUESTE M
CVEN,626,600,2013,Spring,6,3,0,0,0,9,LORD D
CVEN,627,600,2013,Spring,19,0,0,0,0,19,CAHILL A
CVEN,632,600,2013,Spring,5,5,0,0,0,10,BURRIS M
CVEN,639,600,2013,Spring,12,0,0,0,0,12,REINSCHMIDT K
CVEN,640,600,2013,Spring,22,1,0,0,0,23,DAMNJANOVIC I
CVEN,641,600,2013,Spring,16,4,0,0,0,20,ANDERSON S
CVEN,646,600,2013,Spring,10,1,0,0,0,11,SANCHEZ C
CVEN,659,600,2013,Spring,8,16,0,0,0,24,KEATING P
CVEN,665,600,2013,Spring,9,5,0,0,0,14,WURBS R
CVEN,667,600,2013,Spring,16,0,0,0,0,16,AUBENY C
CVEN,674,600,2013,Spring,10,4,1,0,0,15,MILLER G
CVEN,680,600,2013,Spring,13,4,0,0,0,17,CHEN H
CVEN,683,600,2013,Spring,11,2,0,0,0,13,BISCONTIN G
CVEN,687,600,2013,Spring,14,7,0,0,0,21,BRIAUD J
CVEN,695,600,2013,Spring,8,0,0,0,0,8,NIEDZWECKI J
CVEN,717,600,2013,Spring,12,5,0,0,0,17,FORD D
CVEN,750,600,2013,Spring,7,10,1,0,0,18,MORGAN J
CVEN,752,600,2013,Spring,15,0,0,0,0,15,HURLEBAUS S
CVEN,754,600,2013,Spring,16,0,0,0,0,16,MANDER J
OCEN,201,500,2013,Spring,11,22,3,0,0,36,ZHANG J
OCEN,300,500,2013,Spring,9,13,6,0,0,28,ZHANG J
OCEN,336,500,2013,Spring,10,1,0,0,0,11,CHANG K
OCEN,362,500,2013,Spring,8,14,4,0,0,26,FALZARANO J
OCEN,407,500,2013,Spring,22,10,0,0,0,32,RANDALL R
OCEN,410,901,2013,Spring,14,5,0,0,0,19,CHANG K
OCEN,410,902,2013,Spring,8,4,1,0,0,13,CHANG K
OCEN,630,600,2013,Spring,11,2,0,0,0,13,FALZARANO J
OCEN,672,600,2013,Spring,13,4,0,0,0,17,KAIHATU J
OCEN,676,600,2013,Spring,14,13,0,0,0,27,MERCIER R
OCEN,682,600,2013,Spring,6,0,0,0,0,6,KAIHATU J
OCEN,685,654,2013,Spring,5,0,0,0,0,5,ZHANG J
ENGR,111,501,2013,Spring,6,18,6,1,1,32,WHITEACRE M
ENGR,111,502,2013,Spring,8,17,6,1,0,32,WHITEACRE M
ENGR,111,503,2013,Spring,7,8,7,0,1,23,WHITEACRE M
ENGR,111,504,2013,Spring,2,20,9,0,0,31,HUTCHINSON R
ENGR,111,505,2013,Spring,2,6,4,0,0,12,HUTCHINSON R
ENGR,111,506,2013,Spring,0,4,3,2,0,9,HUTCHINSON R
ENGR,111,507,2013,Spring,3,2,10,2,0,17,WHITEACRE M
ENGR,111,509,2013,Spring,3,3,4,0,0,10,WHITEACRE M
ENGR,111,510,2013,Spring,21,1,3,0,3,28,RAHIMIAN M
ENGR,111,511,2013,Spring,25,2,1,1,1,30,RAHIMIAN M
ENGR,111,512,2013,Spring,26,3,1,0,1,31,RAHIMIAN M
ENGR,111,513,2013,Spring,5,8,1,0,0,14,SCHREUDERS P
ENGR,111,514,2013,Spring,3,2,0,0,0,5,SCHREUDERS P
ENGR,111,515,2013,Spring,10,6,1,0,0,17,SCHREUDERS P
ENGR,112,201,2013,Spring,14,2,0,0,0,16,DORRIBO C
ENGR,112,202,2013,Spring,10,5,0,0,0,15,DORRIBO C
ENGR,112,203,2013,Spring,13,4,0,0,0,17,DORRIBO C
ENGR,112,204,2013,Spring,15,1,0,0,0,16,DORRIBO C
ENGR,112,205,2013,Spring,6,4,0,0,0,10,DAUGHERITY W
ENGR,112,206,2013,Spring,8,7,0,0,0,15,TILL L
ENGR,112,207,2013,Spring,7,8,0,0,0,15,TILL L
ENGR,112,501,2013,Spring,7,20,3,0,1,31,DORRIBO C
ENGR,112,502,2013,Spring,11,14,3,0,0,28,DORRIBO C
ENGR,112,503,2013,Spring,8,15,3,0,0,26,DORRIBO C
ENGR,112,504,2013,Spring,10,16,6,0,0,32,HUTCHINSON R
ENGR,112,505,2013,Spring,4,23,6,0,0,33,HUTCHINSON R
ENGR,112,506,2013,Spring,3,28,0,1,0,32,HUTCHINSON R
ENGR,112,507,2013,Spring,18,10,4,0,0,32,HUTCHINSON R
ENGR,112,508,2013,Spring,19,9,3,0,0,31,HUTCHINSON R
ENGR,112,509,2013,Spring,14,11,5,0,0,30,HUTCHINSON R
ENGR,112,510,2013,Spring,8,17,4,0,0,29,WHITEACRE M
ENGR,112,511,2013,Spring,9,17,4,1,0,31,WHITEACRE M
ENGR,112,512,2013,Spring,6,16,0,0,0,22,WHITEACRE M
ENGR,112,513,2013,Spring,17,15,1,0,0,33,GODWIN A
ENGR,112,514,2013,Spring,21,8,3,0,0,32,GODWIN A
ENGR,112,515,2013,Spring,20,9,0,0,0,29,GODWIN A
ENGR,112,516,2013,Spring,9,17,2,0,1,29,DORRIBO C
ENGR,112,517,2013,Spring,12,10,1,0,0,23,DORRIBO C
ENGR,112,518,2013,Spring,12,12,2,0,0,26,DORRIBO C
ENGR,112,519,2013,Spring,23,4,5,0,0,32,HUTCHINSON R
ENGR,112,520,2013,Spring,21,9,0,0,0,30,HUTCHINSON R
ENGR,112,521,2013,Spring,13,13,3,0,1,30,HUTCHINSON R
ENGR,112,522,2013,Spring,3,6,8,6,3,26,DAUGHERITY W
ENGR,112,523,2013,Spring,3,8,14,2,1,28,DAUGHERITY W
ENGR,112,524,2013,Spring,6,8,4,1,4,23,DAUGHERITY W
ENGR,112,525,2013,Spring,7,7,5,0,2,21,DAUGHERITY W
ENGR,112,526,2013,Spring,4,10,5,1,1,21,DAUGHERITY W
ENGR,112,527,2013,Spring,4,8,7,1,2,22,DAUGHERITY W
ENGR,112,528,2013,Spring,3,12,5,6,1,27,DAUGHERITY W
ENGR,112,529,2013,Spring,0,13,9,1,0,23,DAUGHERITY W
ENGR,112,530,2013,Spring,0,11,10,5,3,29,DAUGHERITY W
ENGR,112,531,2013,Spring,15,16,2,0,0,33,RABORN T
ENGR,112,532,2013,Spring,7,12,12,0,0,31,RABORN T
ENGR,112,533,2013,Spring,5,23,5,0,0,33,RABORN T
ENGR,112,534,2013,Spring,19,10,1,0,1,31,RABORN T
ENGR,112,535,2013,Spring,23,8,1,0,0,32,RABORN T
ENGR,112,536,2013,Spring,23,9,0,0,0,32,RABORN T
ENGR,112,801,2013,Spring,5,11,6,0,0,22,GODWIN A
ENGR,112,802,2013,Spring,3,8,1,1,0,13,GODWIN A
ENGR,289,201,2013,Spring,54,0,0,0,0,54,AUTENRIETH R
ENGR,289,202,2013,Spring,38,0,0,0,0,38,AUTENRIETH R
ENGR,289,500,2013,Spring,9,0,0,0,0,9,AUTENRIETH R
ENGR,385,507,2013,Spring,10,2,1,0,0,13,TYLER J
ENGR,385,513,2013,Spring,19,2,0,0,0,21,CATON J
ENGR,402,503,2013,Spring,14,2,1,0,0,17,MCADAMS D
ENGR,470,500,2013,Spring,9,1,1,0,0,11,FURUTA R
ENGR,470,501,2013,Spring,13,0,0,0,0,13,FURUTA R
ENGR,482,901,2013,Spring,6,11,1,0,0,18,NEVELS R
ENGR,482,902,2013,Spring,5,11,1,0,0,17,NEVELS R
ENGR,482,903,2013,Spring,3,12,3,1,1,20,NEVELS R
ENGR,482,904,2013,Spring,5,11,2,0,0,18,NEVELS R
ENGR,482,905,2013,Spring,2,13,2,0,0,17,NEVELS R
ENGR,482,906,2013,Spring,1,12,2,0,0,15,NEVELS R
ENGR,482,907,2013,Spring,3,13,1,0,0,17,NEVELS R
ENGR,482,908,2013,Spring,2,14,2,0,0,18,NEVELS R
ENGR,482,909,2013,Spring,3,8,3,0,0,14,NEVELS R
ENGR,482,910,2013,Spring,1,14,1,0,0,16,NEVELS R
ENGR,482,911,2013,Spring,1,14,3,0,0,18,NEVELS R
ENGR,482,912,2013,Spring,7,7,3,0,0,17,NEVELS R
ENGR,482,913,2013,Spring,9,11,0,0,0,20,BANERJEE D
ENGR,482,914,2013,Spring,3,10,4,0,0,17,BANERJEE D
ENGR,482,915,2013,Spring,3,15,2,0,1,21,BANERJEE D
ENGR,482,916,2013,Spring,7,10,2,0,0,19,BANERJEE D
ENGR,482,917,2013,Spring,3,12,4,0,0,19,BANERJEE D
ENGR,482,918,2013,Spring,9,9,3,0,0,21,BANERJEE D
ENGR,482,919,2013,Spring,3,13,1,0,0,17,BANERJEE D
ENGR,482,920,2013,Spring,3,11,1,0,0,15,BANERJEE D
ENGR,482,921,2013,Spring,7,12,0,0,0,19,BANERJEE D
ENGR,482,922,2013,Spring,5,11,3,0,0,19,BANERJEE D
ENGR,482,923,2013,Spring,6,8,2,0,0,16,BANERJEE D
ENGR,482,970,2013,Spring,9,1,0,0,0,10,BANERJEE D
ENGR,489,501,2013,Spring,11,0,0,0,0,11,MORENO M
ENGR,489,502,2013,Spring,10,0,0,0,0,10,CHU K
ENGR,489,504,2013,Spring,12,0,0,0,0,12,YATES J
ENGR,489,506,2013,Spring,6,0,0,0,0,6,RASMUSSEN B
ENGR,489,509,2013,Spring,7,2,0,0,0,9,MAITLAND K
ENGR,489,510,2013,Spring,11,0,0,0,0,11,SRINIVASA A
ENGR,489,511,2013,Spring,11,0,0,0,0,11,CHIRAYATH S
ENGR,489,512,2013,Spring,11,0,0,0,0,11,MUKHERJEE P
ENGR,489,513,2013,Spring,14,1,0,0,0,15,HAMMOND T
ENGR,489,514,2013,Spring,7,0,0,0,0,7,YU C
ENGR,489,515,2013,Spring,6,0,0,0,0,6,MABE J
ENGR,689,601,2013,Spring,5,0,0,0,0,5,MILLER S
CSCE,110,501,2013,Spring,13,11,7,2,1,34,WILLIAMS T
CSCE,110,502,2013,Spring,15,11,6,1,1,34,WILLIAMS T
CSCE,110,503,2013,Spring,15,8,5,2,2,32,WILLIAMS T
CSCE,111,501,2013,Spring,10,19,4,5,1,39,HURLEY J
CSCE,111,502,2013,Spring,13,11,5,6,2,37,HURLEY J
CSCE,111,503,2013,Spring,10,9,7,4,5,35,HURLEY J
CSCE,113,501,2013,Spring,11,8,2,1,0,22,LEYK T
CSCE,113,502,2013,Spring,2,3,0,0,0,5,LEYK T
CSCE,121,501,2013,Spring,7,6,7,0,1,21,DAUGHERITY W
CSCE,121,502,2013,Spring,6,7,7,2,1,23,DAUGHERITY W
CSCE,121,503,2013,Spring,7,3,8,1,5,24,DAUGHERITY W
CSCE,121,504,2013,Spring,4,6,4,1,2,17,DAUGHERITY W
CSCE,121,505,2013,Spring,4,7,0,0,0,11,DAUGHERITY W
CSCE,121,506,2013,Spring,10,7,3,3,1,24,DAUGHERITY W
CSCE,121,507,2013,Spring,4,4,3,1,5,17,DAUGHERITY W
CSCE,121,508,2013,Spring,3,1,4,2,6,16,DAUGHERITY W
CSCE,121,509,2013,Spring,3,8,1,1,2,15,DAUGHERITY W
CSCE,121,510,2013,Spring,4,4,0,0,4,12,DAUGHERITY W
CSCE,181,900,2013,Spring,55,0,0,0,13,68,MURPHY R
CSCE,206,501,2013,Spring,6,10,7,5,2,30,HURLEY J
CSCE,206,502,2013,Spring,6,9,6,2,1,24,HURLEY J
CSCE,206,503,2013,Spring,3,10,8,1,1,23,HURLEY J
CSCE,206,504,2013,Spring,12,13,6,1,4,36,HURLEY J
CSCE,206,505,2013,Spring,11,16,8,2,2,39,HURLEY J
CSCE,206,506,2013,Spring,4,15,11,1,4,35,HURLEY J
CSCE,221,200,2013,Spring,14,1,1,0,0,16,AMATO N
CSCE,221,501,2013,Spring,9,3,0,0,1,13,LEYK T
CSCE,221,502,2013,Spring,3,7,4,1,1,16,LEYK T
CSCE,221,503,2013,Spring,11,7,4,1,0,23,LEYK T
CSCE,221,504,2013,Spring,5,8,1,1,0,15,LEYK T
CSCE,221,505,2013,Spring,5,4,3,2,0,14,LEYK T
CSCE,221,506,2013,Spring,12,4,2,1,1,20,LEYK T
CSCE,221,507,2013,Spring,7,8,7,1,0,23,LEYK T
CSCE,221,508,2013,Spring,3,8,6,3,0,20,LEYK T
CSCE,221,509,2013,Spring,2,2,1,0,1,6,LEYK T
CSCE,221,510,2013,Spring,7,6,2,3,0,18,LEYK T
CSCE,222,501,2013,Spring,24,14,18,10,11,77,LEE H
CSCE,222,502,2013,Spring,20,25,7,1,1,54,SZE S
CSCE,310,500,2013,Spring,49,11,0,0,2,62,JIANG A
CSCE,312,501,2013,Spring,6,15,4,2,5,32,LEE H
CSCE,312,502,2013,Spring,10,7,8,1,4,30,LEE H
CSCE,313,200,2013,Spring,5,2,0,0,0,7,LOGUINOV D
CSCE,313,501,2013,Spring,5,12,5,4,2,28,BETTATI R
CSCE,313,502,2013,Spring,4,15,5,0,3,27,BETTATI R
CSCE,313,503,2013,Spring,4,8,9,1,4,26,BETTATI R
CSCE,313,504,2013,Spring,10,9,3,6,3,31,BETTATI R
CSCE,314,500,2013,Spring,16,33,21,3,2,75,DOS R
CSCE,315,501,2013,Spring,10,12,4,2,0,28,KEYSER J
CSCE,315,502,2013,Spring,9,13,4,1,2,29,KEYSER J
CSCE,315,503,2013,Spring,5,9,5,4,0,23,KEYSER J
CSCE,315,504,2013,Spring,10,11,3,2,0,26,KEYSER J
CSCE,350,501,2013,Spring,7,3,2,1,5,18,MAHAPATRA R
CSCE,350,502,2013,Spring,5,6,3,0,1,15,MAHAPATRA R
CSCE,411,200,2013,Spring,10,1,0,0,0,11,NIKOLOVA E
CSCE,411,500,2013,Spring,18,20,13,1,5,57,WELCH J
CSCE,420,500,2013,Spring,21,26,9,0,2,58,IOERGER T
CSCE,431,501,2013,Spring,16,14,2,0,0,32,JARVI J
CSCE,431,502,2013,Spring,13,13,1,0,0,27,JARVI J
CSCE,433,500,2013,Spring,6,8,5,1,0,20,WILLIAMS T
CSCE,438,500,2013,Spring,15,14,5,0,2,36,STOLERU R
CSCE,441,500,2013,Spring,14,11,14,3,4,46,CHAI J
CSCE,452,500,2013,Spring,25,17,3,1,1,47,SONG D
CSCE,462,501,2013,Spring,8,2,0,0,0,10,LIU J
CSCE,462,502,2013,Spring,2,7,1,0,0,10,LIU J
CSCE,463,500,2013,Spring,2,5,2,1,1,11,LOGUINOV D
CSCE,465,500,2013,Spring,25,23,6,0,3,57,GU G
CSCE,481,900,2013,Spring,60,0,0,0,10,70,MURPHY R
CSCE,482,503,2013,Spring,8,3,1,0,0,12,HAMMOND T
CSCE,482,504,2013,Spring,8,4,0,0,0,12,HAMMOND T
