Department,Class,Section,Year,Semester,A,B,C,D,F,Total,Name
CSCE,483,501,2013,Spring,11,2,3,0,0,16,SONG D
CSCE,483,502,2013,Spring,8,0,0,0,0,8,SONG D
CSCE,489,501,2013,Spring,15,6,2,0,1,24,CAVERLEE J
CSCE,603,600,2013,Spring,17,0,0,0,0,17,JIANG A
CSCE,605,600,2013,Spring,4,2,0,0,0,6,RAUCHWERGER L
CSCE,613,600,2013,Spring,16,4,4,2,0,26,BETTATI R
CSCE,614,600,2013,Spring,20,6,1,0,0,27,TAYLOR V
CSCE,617,600,2013,Spring,10,2,0,0,0,12,MAHAPATRA R
CSCE,622,600,2013,Spring,15,10,4,0,0,29,STROUSTRUP B
CSCE,624,600,2013,Spring,13,7,2,0,0,22,HAMMOND T
CSCE,627,600,2013,Spring,13,5,0,0,0,18,WILLIAMS T
CSCE,629,600,2013,Spring,31,19,0,0,0,50,JIANG A
CSCE,631,600,2013,Spring,10,8,0,0,0,18,SHELL D
CSCE,633,600,2013,Spring,48,1,0,0,0,49,CHOE Y
CSCE,645,600,2013,Spring,2,3,0,1,0,6,SCHAEFER S
CSCE,662,600,2013,Spring,13,7,0,0,0,20,STOLERU R
CSCE,670,600,2013,Spring,35,23,2,0,0,60,CAVERLEE J
CSCE,689,601,2013,Spring,5,0,0,0,0,5,CHAI J
CSCE,689,602,2013,Spring,8,0,0,0,0,8,JIMENEZ D
ECEN,214,200,2013,Spring,5,1,0,0,0,6,MILLER S
ECEN,214,503,2013,Spring,2,3,2,0,1,8,HARRIS H
ECEN,214,504,2013,Spring,3,5,6,1,0,15,HARRIS H
ECEN,214,505,2013,Spring,4,2,2,0,0,8,HARRIS H
ECEN,214,506,2013,Spring,10,4,2,0,0,16,SU C
ECEN,214,507,2013,Spring,10,6,0,0,0,16,SU C
ECEN,214,508,2013,Spring,12,4,0,0,0,16,SU C
ECEN,214,509,2013,Spring,12,2,2,0,0,16,SU C
ECEN,214,511,2013,Spring,4,1,0,0,0,5,BRAGA N
ECEN,214,513,2013,Spring,5,7,3,0,0,15,MILLER S
ECEN,214,514,2013,Spring,4,8,2,2,0,16,MILLER S
ECEN,214,515,2013,Spring,5,9,1,1,1,17,MILLER S
ECEN,215,501,2013,Spring,6,6,3,0,0,15,RAHIMIAN M
ECEN,215,502,2013,Spring,7,7,1,0,0,15,RAHIMIAN M
ECEN,215,503,2013,Spring,4,9,1,0,0,14,RAHIMIAN M
ECEN,215,504,2013,Spring,7,4,1,2,0,14,RAHIMIAN M
ECEN,215,505,2013,Spring,5,8,0,2,0,15,RAHIMIAN M
ECEN,215,506,2013,Spring,4,8,2,0,0,14,TYLER J
ECEN,215,507,2013,Spring,2,5,6,1,0,14,TYLER J
ECEN,215,508,2013,Spring,2,8,1,3,0,14,TYLER J
ECEN,215,509,2013,Spring,3,7,3,1,0,14,TYLER J
ECEN,215,510,2013,Spring,2,6,4,3,0,15,TYLER J
ECEN,215,511,2013,Spring,7,7,1,0,0,15,STYBLINSKI B
ECEN,215,512,2013,Spring,5,5,2,1,0,13,STYBLINSKI B
ECEN,215,513,2013,Spring,6,3,4,1,0,14,STYBLINSKI B
ECEN,215,514,2013,Spring,6,4,2,1,1,14,STYBLINSKI B
ECEN,215,516,2013,Spring,6,4,2,0,0,12,STYBLINSKI B
ECEN,215,517,2013,Spring,5,2,5,0,0,12,STYBLINSKI B
ECEN,215,518,2013,Spring,8,3,2,0,0,13,STYBLINSKI B
ECEN,215,519,2013,Spring,3,2,7,0,0,12,STYBLINSKI B
ECEN,215,521,2013,Spring,6,0,1,0,0,7,STYBLINSKI B
ECEN,215,523,2013,Spring,4,1,4,1,0,10,STYBLINSKI B
ECEN,215,524,2013,Spring,4,1,2,0,0,7,STYBLINSKI B
ECEN,215,526,2013,Spring,3,3,4,2,0,12,RAHIMIAN M
ECEN,215,527,2013,Spring,4,3,0,0,0,7,RAHIMIAN M
ECEN,215,528,2013,Spring,3,1,2,0,0,6,RAHIMIAN M
ECEN,215,530,2013,Spring,0,5,5,0,1,11,RAHIMIAN M
ECEN,215,531,2013,Spring,3,9,3,0,0,15,TYLER J
ECEN,215,532,2013,Spring,2,7,5,0,0,14,TYLER J
ECEN,215,533,2013,Spring,6,6,3,0,0,15,TYLER J
ECEN,215,534,2013,Spring,5,7,3,0,0,15,TYLER J
ECEN,215,535,2013,Spring,1,8,3,2,0,14,TYLER J
ECEN,248,501,2013,Spring,4,5,5,0,0,14,SHI W
ECEN,248,502,2013,Spring,3,4,7,0,0,14,SHI W
ECEN,248,503,2013,Spring,5,7,3,0,0,15,SHI W
ECEN,248,504,2013,Spring,2,3,2,0,0,7,CHOI S
ECEN,248,505,2013,Spring,0,3,4,2,0,9,CHOI S
ECEN,248,506,2013,Spring,2,6,3,1,0,12,CHOI S
ECEN,248,507,2013,Spring,5,5,6,0,0,16,SHAKKOTTAI S
ECEN,248,508,2013,Spring,4,7,4,0,0,15,SHAKKOTTAI S
ECEN,248,509,2013,Spring,2,4,7,1,0,14,SHAKKOTTAI S
ECEN,248,510,2013,Spring,4,3,6,2,1,16,SHAKKOTTAI S
ECEN,285,558,2013,Spring,5,0,0,0,0,5,ENJETI P
ECEN,303,501,2013,Spring,10,15,16,0,0,41,SAVARI S
ECEN,303,502,2013,Spring,12,21,10,0,0,43,WAJID B
ECEN,314,200,2013,Spring,6,0,0,0,0,6,PFISTER H
ECEN,314,501,2013,Spring,8,20,13,1,4,46,PFISTER H
ECEN,314,502,2013,Spring,11,23,17,2,1,54,PFISTER H
ECEN,322,501,2013,Spring,12,4,5,8,5,34,MICHALSKI K
ECEN,322,502,2013,Spring,8,12,11,3,5,39,MICHALSKI K
ECEN,325,503,2013,Spring,8,5,0,1,0,14,HOYOS S
ECEN,325,504,2013,Spring,4,8,2,0,0,14,HOYOS S
ECEN,325,505,2013,Spring,9,4,0,0,1,14,HOYOS S
ECEN,325,506,2013,Spring,7,4,4,0,0,15,HOYOS S
ECEN,326,501,2013,Spring,6,5,0,0,0,11,HOYOS S
ECEN,326,502,2013,Spring,7,8,0,0,0,15,HOYOS S
ECEN,350,501,2013,Spring,4,7,4,1,0,16,LU M
ECEN,350,502,2013,Spring,3,8,2,1,0,14,LU M
ECEN,350,503,2013,Spring,2,5,5,0,0,12,LU M
ECEN,350,504,2013,Spring,5,2,6,1,0,14,ANNAPAREDDY N
ECEN,350,505,2013,Spring,2,8,4,0,0,14,ANNAPAREDDY N
ECEN,350,506,2013,Spring,5,4,3,2,0,14,ANNAPAREDDY N
ECEN,350,507,2013,Spring,3,4,5,0,0,12,ANNAPAREDDY N
ECEN,351,500,2013,Spring,5,7,7,0,2,21,NEVELS R
ECEN,370,501,2013,Spring,12,21,10,1,0,44,ZOU J
ECEN,370,502,2013,Spring,9,15,14,2,2,42,EKNOYAN O
ECEN,403,901,2013,Spring,20,12,2,0,0,34,VILLAREAL S
ECEN,403,902,2013,Spring,19,15,0,0,0,34,VILLAREAL S
ECEN,404,501,2013,Spring,29,9,5,3,1,47,VILLAREAL S
ECEN,404,502,2013,Spring,28,8,7,0,1,44,VILLAREAL S
ECEN,411,501,2013,Spring,2,2,1,0,0,5,WRIGHT S
ECEN,411,502,2013,Spring,4,0,2,0,0,6,WRIGHT S
ECEN,411,503,2013,Spring,0,1,4,0,0,5,WRIGHT S
ECEN,411,504,2013,Spring,0,4,2,0,0,6,WRIGHT S
ECEN,411,505,2013,Spring,1,3,2,0,0,6,WRIGHT S
ECEN,412,500,2013,Spring,26,14,5,2,0,47,RIGHETTI R
ECEN,420,501,2013,Spring,14,15,12,2,2,45,DATTA A
ECEN,441,501,2013,Spring,4,4,2,0,0,10,EHSANI M
ECEN,441,502,2013,Spring,3,6,1,0,0,10,EHSANI M
ECEN,441,503,2013,Spring,3,5,2,0,0,10,EHSANI M
ECEN,441,504,2013,Spring,4,5,1,0,0,10,EHSANI M
ECEN,441,505,2013,Spring,5,5,0,0,0,10,EHSANI M
ECEN,442,501,2013,Spring,6,3,1,0,0,10,TOLIYAT H
ECEN,442,502,2013,Spring,5,3,2,0,0,10,TOLIYAT H
ECEN,442,503,2013,Spring,7,3,0,0,0,10,TOLIYAT H
ECEN,442,504,2013,Spring,4,5,1,0,0,10,TOLIYAT H
ECEN,442,505,2013,Spring,3,5,2,0,0,10,TOLIYAT H
ECEN,442,506,2013,Spring,0,7,3,0,0,10,TOLIYAT H
ECEN,449,501,2013,Spring,4,7,1,3,0,15,KHATRI S
ECEN,449,502,2013,Spring,4,5,6,0,0,15,KHATRI S
ECEN,449,503,2013,Spring,4,4,4,1,2,15,KHATRI S
ECEN,453,500,2013,Spring,4,7,8,3,0,22,CHANG K
ECEN,454,501,2013,Spring,3,9,2,0,0,14,LI P
ECEN,454,502,2013,Spring,5,6,4,0,1,16,LI P
ECEN,454,503,2013,Spring,10,5,2,0,0,17,LI P
ECEN,455,500,2013,Spring,3,7,0,0,2,12,SAVARI S
ECEN,459,501,2013,Spring,6,4,1,0,0,11,XIE L
ECEN,459,502,2013,Spring,5,3,1,0,0,9,XIE L
ECEN,459,503,2013,Spring,1,4,5,0,0,10,XIE L
ECEN,459,504,2013,Spring,5,4,2,0,0,11,XIE L
ECEN,459,505,2013,Spring,3,7,1,1,0,12,XIE L
ECEN,459,506,2013,Spring,1,6,5,0,0,12,XIE L
ECEN,459,507,2013,Spring,6,3,3,0,0,12,XIE L
ECEN,462,500,2013,Spring,9,14,7,1,0,31,EKNOYAN O
ECEN,468,501,2013,Spring,6,6,1,2,0,15,HU J
ECEN,468,502,2013,Spring,4,8,3,0,0,15,HU J
ECEN,468,503,2013,Spring,5,5,3,0,0,13,HU J
ECEN,473,500,2013,Spring,10,27,6,0,0,43,SU C
ECEN,485,558,2013,Spring,5,0,0,0,0,5,ENJETI P
ECEN,489,502,2013,Spring,5,7,1,1,0,14,XIONG Z
ECEN,489,504,2013,Spring,2,3,0,0,0,5,MADSEN C
ECEN,489,507,2013,Spring,11,7,0,0,0,18,ZHANG X
ECEN,606,600,2013,Spring,12,1,4,0,1,18,HUANG G
ECEN,611,600,2013,Spring,14,7,0,0,0,21,TOLIYAT H
ECEN,619,600,2013,Spring,33,10,0,0,0,43,ZHANG X
ECEN,625,600,2013,Spring,11,2,0,0,0,13,ENTESARI K
ECEN,629,600,2013,Spring,17,13,3,0,0,33,CUI S
ECEN,638,600,2013,Spring,9,2,2,0,0,13,HUFF G
ECEN,640,600,2013,Spring,30,1,0,0,0,31,WANG H
ECEN,641,600,2013,Spring,6,2,1,0,0,9,CHANG K
ECEN,644,600,2013,Spring,7,11,3,0,0,21,SERPEDIN E
ECEN,647,600,2013,Spring,13,14,0,0,0,27,NARAYANAN K
ECEN,649,600,2013,Spring,11,9,1,0,0,21,BRAGA N
ECEN,658,600,2013,Spring,38,0,0,0,0,38,KISH L
ECEN,662,600,2013,Spring,6,3,0,0,0,9,SERPEDIN E
ECEN,666,600,2013,Spring,20,6,0,0,0,26,KEZUNOVIC M
ECEN,668,600,2013,Spring,34,0,0,0,1,35,EHSANI M
ECEN,676,600,2013,Spring,15,2,0,0,0,17,GRATZ P
ECEN,689,603,2013,Spring,9,6,0,0,0,15,LI P
ECEN,689,605,2013,Spring,23,10,1,1,0,35,KUMAR P
ECEN,689,608,2013,Spring,14,0,0,0,0,14,BALOG R
ECEN,689,609,2013,Spring,4,5,0,0,0,9,SPRINTSON A
ECEN,694,600,2013,Spring,28,2,0,0,0,30,KAMEOKA J
ECEN,699,600,2013,Spring,10,1,0,0,0,11,KHATRI S
ECEN,720,600,2013,Spring,17,0,0,0,0,17,PALERMO S
ENDG,105,501,2013,Spring,24,8,5,0,1,38,RABORN T
ENDG,105,502,2013,Spring,20,18,0,1,1,40,RABORN T
ENDG,105,503,2013,Spring,11,22,3,0,1,37,SCHREUDERS P
ENDG,105,504,2013,Spring,18,19,2,0,1,40,OTEY J
ENDG,105,505,2013,Spring,11,20,6,0,1,38,TILL L
ENDG,105,506,2013,Spring,14,18,4,0,2,38,SCHREUDERS P
ENDG,105,507,2013,Spring,14,17,6,2,0,39,SCHREUDERS P
ENDG,407,501,2013,Spring,27,11,0,0,0,38,OTEY J
ENDG,407,502,2013,Spring,31,7,0,0,1,39,OTEY J
ENTC,151,501,2013,Spring,9,2,1,0,0,12,ZOGHI B
ENTC,151,502,2013,Spring,8,4,0,0,0,12,ZOGHI B
ENTC,181,501,2013,Spring,1,9,6,0,0,16,HUNG N
ENTC,181,502,2013,Spring,4,4,5,3,0,16,HUNG N
ENTC,181,503,2013,Spring,2,6,3,4,0,15,HUNG N
ENTC,181,504,2013,Spring,4,6,4,2,0,16,HUNG N
ENTC,181,505,2013,Spring,4,5,5,0,0,14,HUNG N
ENTC,181,506,2013,Spring,4,7,4,1,0,16,HUNG N
ENTC,181,507,2013,Spring,2,6,5,1,2,16,HUNG N
ENTC,181,508,2013,Spring,4,3,4,2,0,13,HUNG N
ENTC,181,509,2013,Spring,3,5,4,3,0,15,HUNG N
ENTC,181,510,2013,Spring,1,8,3,3,1,16,HUNG N
ENTC,181,511,2013,Spring,3,8,1,3,0,15,HUNG N
ENTC,181,512,2013,Spring,7,8,1,0,0,16,HUNG N
ENTC,181,513,2013,Spring,3,5,6,2,0,16,HUNG N
ENTC,181,514,2013,Spring,5,7,3,1,0,16,HUNG N
ENTC,181,515,2013,Spring,0,3,6,3,3,15,HUNG N
ENTC,206,501,2013,Spring,3,9,3,0,0,15,FANG G
ENTC,206,502,2013,Spring,2,8,6,0,0,16,FANG G
ENTC,206,503,2013,Spring,4,6,5,1,0,16,FANG G
ENTC,206,504,2013,Spring,4,10,2,0,0,16,FANG G
ENTC,206,505,2013,Spring,5,5,5,1,0,16,FANG G
ENTC,206,506,2013,Spring,2,8,5,1,0,16,FANG G
ENTC,206,507,2013,Spring,3,3,7,1,0,14,FANG G
ENTC,206,508,2013,Spring,2,8,4,1,0,15,FANG G
ENTC,207,501,2013,Spring,5,8,3,0,0,16,PRICE A
ENTC,207,502,2013,Spring,2,9,3,0,0,14,PRICE A
ENTC,207,503,2013,Spring,1,5,7,1,1,15,PRICE A
ENTC,207,504,2013,Spring,1,11,3,0,0,15,PRICE A
ENTC,207,505,2013,Spring,4,11,1,0,0,16,PRICE A
ENTC,207,506,2013,Spring,4,4,4,0,0,12,PRICE A
ENTC,207,507,2013,Spring,3,7,4,0,0,14,PRICE A
ENTC,210,501,2013,Spring,0,6,5,2,0,13,BEASLEY R
ENTC,210,502,2013,Spring,1,4,5,1,1,12,BEASLEY R
ENTC,211,501,2013,Spring,0,4,4,1,1,10,BEASLEY R
ENTC,211,502,2013,Spring,0,6,8,2,0,16,BEASLEY R
ENTC,219,502,2013,Spring,4,3,3,4,5,19,MORGAN J
ENTC,219,503,2013,Spring,1,8,6,2,1,18,MORGAN J
ENTC,269,501,2013,Spring,5,6,0,0,0,11,BURKE A
ENTC,269,502,2013,Spring,2,7,0,0,1,10,BURKE A
ENTC,275,500,2013,Spring,24,16,8,2,1,51,KUTTOLAMADOM M
ENTC,281,501,2013,Spring,3,10,3,0,0,16,MCDANIELS L
ENTC,281,502,2013,Spring,2,8,4,0,0,14,MCDANIELS L
ENTC,281,503,2013,Spring,0,12,2,1,0,15,MCDANIELS L
ENTC,303,501,2013,Spring,2,8,4,0,1,15,KARIMI R
ENTC,303,502,2013,Spring,4,5,3,3,0,15,KARIMI R
ENTC,303,503,2013,Spring,4,5,4,0,0,13,KARIMI R
ENTC,313,501,2013,Spring,4,5,6,0,0,15,PRICE A
ENTC,315,501,2013,Spring,2,7,3,2,0,14,GOULART A
ENTC,315,502,2013,Spring,3,7,3,0,0,13,GOULART A
ENTC,320,501,2013,Spring,7,3,3,0,1,14,MCDANIELS L
ENTC,320,502,2013,Spring,3,6,2,0,0,11,MCDANIELS L
ENTC,320,503,2013,Spring,3,9,1,0,0,13,MCDANIELS L
ENTC,333,501,2013,Spring,4,6,2,0,0,12,PORTER J
ENTC,333,502,2013,Spring,5,9,1,0,0,15,PORTER J
ENTC,349,501,2013,Spring,1,4,5,0,3,13,WRIGHT G
ENTC,349,502,2013,Spring,0,1,6,2,4,13,WRIGHT G
ENTC,349,503,2013,Spring,2,5,4,3,0,14,WRIGHT G
ENTC,350,501,2013,Spring,3,6,3,1,0,13,PORTER J
ENTC,350,502,2013,Spring,1,9,3,1,0,14,PORTER J
ENTC,352,501,2013,Spring,4,5,1,0,0,10,FINK R
ENTC,352,502,2013,Spring,9,2,0,0,0,11,FINK R
ENTC,359,501,2013,Spring,3,8,0,0,0,11,ZHAN W
ENTC,359,502,2013,Spring,1,11,0,0,0,12,ZHAN W
ENTC,361,501,2013,Spring,0,6,6,1,0,13,JOHNSON M
ENTC,361,502,2013,Spring,4,8,2,1,0,15,JOHNSON M
ENTC,361,503,2013,Spring,7,7,1,0,0,15,JOHNSON M
ENTC,363,500,2013,Spring,5,19,9,1,2,36,WANG J
ENTC,369,501,2013,Spring,0,4,5,1,1,11,WRIGHT G
ENTC,369,502,2013,Spring,1,3,4,1,2,11,WRIGHT G
ENTC,369,503,2013,Spring,0,2,3,1,3,9,WRIGHT G
ENTC,370,501,2013,Spring,3,7,3,0,0,13,ALVARADO J
ENTC,370,502,2013,Spring,3,6,4,0,1,14,ALVARADO J
ENTC,370,503,2013,Spring,5,5,1,0,1,12,ALVARADO J
ENTC,376,501,2013,Spring,4,4,4,3,0,15,WANG J
ENTC,376,502,2013,Spring,3,4,4,2,3,16,WANG J
ENTC,376,503,2013,Spring,4,3,2,3,1,13,WANG J
ENTC,376,504,2013,Spring,1,3,5,1,0,10,WANG J
ENTC,380,501,2013,Spring,6,5,3,0,0,14,MCDANIELS L
ENTC,380,502,2013,Spring,5,7,3,0,0,15,MCDANIELS L
ENTC,380,503,2013,Spring,2,5,5,0,0,12,MCDANIELS L
ENTC,383,501,2013,Spring,1,7,5,0,0,13,HSIEH S
ENTC,383,502,2013,Spring,1,5,7,0,0,13,HSIEH S
ENTC,383,503,2013,Spring,0,10,3,0,0,13,HSIEH S
ENTC,402,501,2013,Spring,3,5,2,0,0,10,FANG G
ENTC,402,502,2013,Spring,6,3,1,0,0,10,FANG G
ENTC,402,503,2013,Spring,1,6,3,0,0,10,FANG G
ENTC,410,501,2013,Spring,1,7,4,1,0,13,HSIEH S
ENTC,410,502,2013,Spring,2,8,1,1,0,12,HSIEH S
ENTC,410,503,2013,Spring,1,8,4,0,0,13,HSIEH S
ENTC,412,501,2013,Spring,2,7,4,0,0,13,SHAHINPOUR S
ENTC,412,502,2013,Spring,1,7,3,0,0,11,SHAHINPOUR S
ENTC,419,900,2013,Spring,6,3,0,0,0,9,MORGAN J
ENTC,422,900,2013,Spring,28,9,1,0,0,38,JOHNSON M
ENTC,429,500,2013,Spring,12,12,0,0,0,24,MCDANIELS L
ENTC,435,501,2013,Spring,4,3,4,2,0,13,SONG S
ENTC,435,502,2013,Spring,3,6,2,0,0,11,SONG S
ENTC,452,501,2013,Spring,4,3,0,0,0,7,FINK R
ENTC,452,502,2013,Spring,7,4,1,0,0,12,FINK R
ENTC,462,502,2013,Spring,3,6,3,1,0,13,ZOGHI B
ENTC,463,500,2013,Spring,23,7,6,0,1,37,KUTTOLAMADOM M
ENTC,489,501,2013,Spring,3,3,4,0,0,10,SONG S
ENTC,489,502,2013,Spring,2,5,0,0,0,7,HUNG N
ENTC,489,503,2013,Spring,7,4,0,0,0,11,ZHAN W
ENTC,489,504,2013,Spring,3,3,0,0,1,7,ZHAN W
ENTC,489,505,2013,Spring,3,4,2,1,0,10,SONG S
IDIS,240,501,2013,Spring,43,18,2,0,0,63,VESTAL E
IDIS,240,502,2013,Spring,29,21,2,0,1,53,VESTAL E
IDIS,300,501,2013,Spring,4,6,6,0,0,16,LORENZO R
IDIS,300,502,2013,Spring,5,7,7,0,0,19,LORENZO R
IDIS,300,503,2013,Spring,7,8,2,0,0,17,LORENZO R
IDIS,300,504,2013,Spring,2,8,3,0,0,13,LORENZO R
IDIS,300,505,2013,Spring,2,6,4,0,0,12,LORENZO R
IDIS,300,506,2013,Spring,5,13,1,0,0,19,LORENZO R
IDIS,303,901,2013,Spring,3,8,5,0,0,16,GOLLA M
IDIS,303,902,2013,Spring,0,7,5,0,0,12,GOLLA M
IDIS,303,903,2013,Spring,1,9,4,0,0,14,GOLLA M
IDIS,303,904,2013,Spring,3,10,4,0,0,17,GOLLA M
IDIS,303,905,2013,Spring,1,8,1,0,0,10,GOLLA M
IDIS,303,906,2013,Spring,7,9,0,0,0,16,GOLLA M
IDIS,330,930,2013,Spring,19,36,0,0,0,55,CLARK N
IDIS,330,931,2013,Spring,28,30,0,0,0,58,CLARK N
IDIS,340,501,2013,Spring,28,6,0,0,0,34,CLARK N
IDIS,340,502,2013,Spring,44,6,1,0,0,51,CLARK N
IDIS,343,501,2013,Spring,20,17,9,3,1,50,CAPAR I
IDIS,343,502,2013,Spring,13,23,9,2,0,47,VENKATACHALAM S
IDIS,344,501,2013,Spring,8,8,4,0,1,21,VANAJAKUMARI M
IDIS,344,502,2013,Spring,4,13,2,0,0,19,VANAJAKUMARI M
IDIS,344,503,2013,Spring,14,24,2,0,0,40,VANAJAKUMARI M
IDIS,344,504,2013,Spring,11,8,2,0,0,21,VANAJAKUMARI M
IDIS,400,501,2013,Spring,1,8,6,0,0,15,LORENZO R
IDIS,400,502,2013,Spring,2,8,5,0,0,15,LORENZO R
IDIS,400,503,2013,Spring,3,6,6,0,0,15,LORENZO R
IDIS,400,504,2013,Spring,3,12,0,0,0,15,LORENZO R
IDIS,400,505,2013,Spring,3,8,3,0,0,14,LORENZO R
IDIS,400,506,2013,Spring,2,5,7,0,0,14,LORENZO R
IDIS,403,901,2013,Spring,0,12,5,0,0,17,GOLLA M
IDIS,403,902,2013,Spring,3,7,5,0,1,16,GOLLA M
IDIS,403,903,2013,Spring,2,7,7,0,0,16,GOLLA M
IDIS,403,904,2013,Spring,3,14,1,0,0,18,GOLLA M
IDIS,403,905,2013,Spring,1,12,3,0,0,16,GOLLA M
IDIS,403,906,2013,Spring,1,12,3,0,0,16,GOLLA M
IDIS,420,501,2013,Spring,21,27,7,1,0,56,CAPAR I
IDIS,424,501,2013,Spring,22,26,1,0,1,50,JOHNSON J
IDIS,424,502,2013,Spring,20,30,6,0,0,56,JOHNSON J
IDIS,434,501,2013,Spring,11,29,12,0,0,52,NEPAL B
IDIS,434,502,2013,Spring,13,28,7,1,2,51,NEPAL B
IDIS,444,501,2013,Spring,27,15,3,0,0,45,JENNINGS D
IDIS,444,502,2013,Spring,36,12,1,0,1,50,JENNINGS D
IDIS,464,501,2013,Spring,11,24,4,0,0,39,JOHNSON J
IDIS,464,502,2013,Spring,19,25,5,0,0,49,JOHNSON J
IDIS,489,501,2013,Spring,12,38,0,0,0,50,VANAJAKUMARI M
IDIS,622,700,2013,Spring,10,3,0,0,0,13,LAWRENCE F
IDIS,622,720,2013,Spring,5,0,0,0,0,5,LAWRENCE F
IDIS,634,700,2013,Spring,19,4,3,0,0,26,NATARAJARATHINAM M
IDIS,634,720,2013,Spring,7,4,0,0,0,11,NEPAL B
IDIS,644,700,2013,Spring,24,1,0,0,1,26,NATARAJARATHINAM M
IDIS,644,720,2013,Spring,9,2,0,0,0,11,NATARAJARATHINAM M
IDIS,674,700,2013,Spring,11,2,0,0,0,13,LAWRENCE F
IDIS,674,720,2013,Spring,5,0,0,0,0,5,JENNINGS D
ISEN,101,500,2013,Spring,27,5,1,1,0,34,MALAVE C
ISEN,220,500,2013,Spring,10,20,8,1,1,40,MOYA H
ISEN,220,502,2013,Spring,9,16,18,2,0,45,MOYA H
ISEN,302,501,2013,Spring,36,8,10,1,1,56,SUNG J
ISEN,302,502,2013,Spring,38,24,3,0,1,66,MOHAPATRA A
ISEN,302,503,2013,Spring,24,18,9,3,1,55,HWANG S
ISEN,302,504,2013,Spring,29,9,6,3,1,48,MERRIWEATHER S
ISEN,302,505,2013,Spring,22,27,6,1,2,58,WEI B
ISEN,303,500,2013,Spring,7,19,15,6,0,47,WANG Y
ISEN,303,502,2013,Spring,8,17,13,7,1,46,WANG Y
ISEN,314,501,2013,Spring,8,24,11,1,1,45,PHILLIPS D
ISEN,314,502,2013,Spring,8,15,11,3,0,37,BENNETT G
ISEN,315,500,2013,Spring,20,14,13,2,0,49,KIANFAR K
ISEN,315,502,2013,Spring,18,14,4,0,0,36,GRAUL M
ISEN,316,500,2013,Spring,7,12,7,0,2,28,CURRY G
ISEN,316,502,2013,Spring,11,14,14,1,3,43,CURRY G
ISEN,333,500,2013,Spring,7,2,1,0,0,10,DAMNJANOVIC I
ISEN,411,500,2013,Spring,25,21,7,0,0,53,KOPPA R
ISEN,416,901,2013,Spring,21,20,1,1,0,43,ALVARADO M
ISEN,416,902,2013,Spring,15,21,3,0,0,39,NTAIMO L
ISEN,420,500,2013,Spring,11,19,15,5,0,50,MORENO C
ISEN,420,502,2013,Spring,10,19,14,2,3,48,MORENO C
ISEN,424,901,2013,Spring,6,21,15,2,2,46,BANERJEE A
ISEN,424,902,2013,Spring,10,23,9,0,1,43,FELDMAN R
ISEN,430,500,2013,Spring,23,27,5,0,0,55,KOPPA R
ISEN,459,501,2013,Spring,25,4,3,0,0,32,KLUTKE G
ISEN,459,502,2013,Spring,23,29,2,0,0,54,KLUTKE G
ISEN,489,501,2013,Spring,32,11,0,0,0,43,MALAVE C
ISEN,602,600,2013,Spring,3,4,3,0,0,10,WORTMAN M
ISEN,605,600,2013,Spring,22,21,0,0,0,43,JOHNSON A
ISEN,608,600,2013,Spring,6,22,3,0,0,31,SMITH D
ISEN,608,700,2013,Spring,6,0,0,0,0,6,SMITH D
ISEN,609,600,2013,Spring,22,33,8,3,1,67,GAUTAM N
ISEN,615,600,2013,Spring,11,5,0,1,1,18,WILHELM W
ISEN,623,600,2013,Spring,7,18,1,0,0,26,BUTENKO S
ISEN,629,600,2013,Spring,6,0,0,0,0,6,BUTENKO S
ISEN,630,600,2013,Spring,18,9,1,0,0,28,FERRIS T
ISEN,635,600,2013,Spring,6,5,1,0,0,12,FERRIS T
ISEN,640,600,2013,Spring,12,11,0,0,0,23,NTAIMO L
ISEN,640,700,2013,Spring,3,3,1,0,0,7,NTAIMO L
ISEN,645,600,2013,Spring,18,17,0,1,0,36,PHILLIPS D
ISEN,668,600,2013,Spring,15,7,0,0,0,22,KIANFAR K
ISEN,669,600,2013,Spring,17,2,0,0,0,19,SMITH D
ISEN,669,700,2013,Spring,6,1,1,0,0,8,SMITH D
ISEN,689,600,2013,Spring,7,0,0,0,0,7,YATES J
MEEN,221,501,2013,Spring,6,30,18,11,4,69,MCVAY M
MEEN,221,502,2013,Spring,5,25,21,12,10,73,LANGARI G
MEEN,221,503,2013,Spring,7,23,26,13,8,77,SCHNEIDER W
MEEN,221,504,2013,Spring,11,18,26,12,1,68,RATHINAM S
MEEN,222,501,2013,Spring,16,33,5,3,1,58,LIANG H
MEEN,222,502,2013,Spring,5,13,7,0,3,28,MONROE J
MEEN,222,503,2013,Spring,6,24,7,1,0,38,LIANG H
MEEN,222,504,2013,Spring,12,31,20,1,2,66,HARTWIG K
MEEN,260,502,2013,Spring,9,8,2,0,0,19,HAGLUND J
MEEN,260,503,2013,Spring,4,14,2,0,0,20,HAGLUND J
MEEN,260,504,2013,Spring,4,13,2,0,0,19,HAGLUND J
MEEN,260,505,2013,Spring,7,11,1,0,0,19,HAGLUND J
MEEN,260,506,2013,Spring,9,8,1,1,0,19,HAGLUND J
MEEN,260,507,2013,Spring,8,8,2,0,0,18,HAGLUND J
MEEN,260,508,2013,Spring,4,10,3,1,0,18,HAGLUND J
MEEN,315,501,2013,Spring,37,55,6,2,0,100,WEN S
MEEN,315,502,2013,Spring,12,52,24,6,0,94,ANNAMALAI K
